nid lon lat node_id
330 46.7833625 24.4300359 3385852535
331 46.7904044 24.423701 3385852536
332 46.7815855 24.4319743 3385852537
333 46.7756174 24.4374079 3385852538
334 46.7754666 24.437301 3385852539
335 46.7814346 24.4318217 3385852540
336 46.7862919 24.4199201 3385852541
337 46.7480892 24.4547003 3385852542
338 46.7479057 24.4545315 3385852543
339 46.7861501 24.4197897 3385852544
340 46.7819208 24.4159013 3385852546
341 46.7820717 24.4157639 3385852547
342 46.8208976 24.3994904 3385852551
343 46.8207803 24.3992919 3385852558
344 46.8046494 24.4364829 3385852559
345 46.7437244 24.450687 3385852560
346 46.3296184 24.7694645 3394655683
347 46.7435998 24.4508004 3385852564
348 46.750051 24.4567393 3385852565
349 46.7306065 24.474493 3385852566
350 46.7304842 24.4744096 3385852567
351 46.5440679 24.6421137 1698824856
352 46.5442955 24.6418135 1698824857
353 46.7342783 24.4709347 3385852570
354 46.734353 24.4710725 3385852571
355 46.7405566 24.476691 3385852572
356 46.7368731 24.4800573 3385852573
357 46.7563126 24.4625033 3385852574
358 46.7564497 24.4626294 3385852575
359 46.7370718 24.4802242 3385852576
360 46.7356578 24.4580282 3385852577
361 46.7419955 24.4638664 3385852578
362 46.7421205 24.4639805 3385852579
363 46.7483396 24.4696829 3385852580
364 46.7304447 24.4624931 3385852581
365 46.6982801 24.4328645 3385852582
366 46.698112 24.4330176 3385852583
367 46.7303071 24.4626183 3385852584
368 46.7196595 24.4525591 3385852586
369 46.7195111 24.4524224 3385852588
370 46.7195471 24.4527261 3385852589
371 46.708483 24.462717 3385852590
372 46.7083426 24.4628608 3385852591
373 46.5519724 24.6315648 1698824882
374 46.5557262 24.6265537 1698824886
375 46.5682283 25.0074793 3359899766
376 46.8172409 24.7265476 2363097803
377 46.5392217 24.6420799 3293446861
378 46.5492073 24.6420715 3293446863
379 46.539335 24.6421442 3293446865
380 46.5742604 24.6422457 3293446868
381 46.2888746 24.4660611 3408659159
382 46.5641032 24.6422838 3293446873
383 46.5755469 24.6423887 3293446874
384 46.5566877 24.6423156 3293446875
385 46.8136736 24.7273215 2363097822
386 46.5497993 24.642436 3293446879
387 46.5587349 24.642447 3293446880
388 46.8137507 24.7273739 2363097825
389 46.73356 24.7497223 2697923878
390 46.5588456 24.6425344 3293446884
391 46.578193 24.6427206 3293446887
392 46.8135325 24.7276685 2363097832
393 46.2994328 24.4750675 3408659177
394 46.5557183 24.6426244 3293446890
395 46.5646817 24.6426423 3293446893
396 46.813337 24.7279325 2363097838
397 46.5648538 24.642749 3293446895
398 46.8132153 24.7279426 2363097840
399 46.5645747 24.6427849 3293446897
400 46.5626688 24.6427979 3293446898
401 46.5507278 24.6427984 3293446899
402 46.5508564 24.6428781 3293446903
403 46.5647463 24.6428923 3293446905
404 46.6989598 24.7520539 443810555
405 46.5625766 24.6429222 3293446908
406 46.5679567 24.6262596 1698824959
407 46.545524 24.6430665 3293446916
408 46.542391 24.6431808 3293446919
409 46.5481803 24.643262 3293446920
410 46.8154473 24.6348751 2636907273
411 46.5514908 24.6432716 3293446923
412 46.5631689 24.6432892 3293446924
413 46.5681016 24.6263481 1698824974
414 46.5714083 24.6284381 1698824978
415 46.5461671 24.6434657 3293446931
416 46.8305622 24.6421354 2636907285
417 46.5713521 24.6285518 1698824983
418 46.5429903 24.643556 3293446936
419 46.5639514 24.6436159 3293446937
420 46.5431019 24.6436279 3293446939
421 46.5429114 24.6436616 3293446941
422 46.5641326 24.6437108 3293446942
423 46.5430228 24.643734 3293446945
424 46.5577241 24.643796 3293446947
425 46.5578525 24.6438607 3293446948
426 46.8062584 24.7295785 2363097893
427 46.8175591 24.6360207 2636907302
428 46.8177479 24.7298792 2363097900
429 46.8060142 24.7299086 2363097902
430 46.5528137 24.644092 3293446962
431 46.5647194 24.6440922 3293446963
432 46.811775 24.7300417 2363097911
433 46.5614672 24.644149 3293446968
434 46.8253252 24.6398908 2636907321
435 46.8175415 24.7301583 2363097914
436 46.5678727 24.6263764 1698825019
437 46.5544775 24.644283 3293446972
438 46.5648126 24.6443475 3293446976
439 46.5483773 24.6444261 3293446980
440 46.8173186 24.7304598 2363097926
441 46.5444589 24.6444814 3293446985
442 46.5533137 24.6445995 3293446990
443 46.5571009 24.6446276 3293446994
444 46.5481674 24.6447072 3293446998
445 46.5470081 24.6447799 3293447001
446 46.5610077 24.6447804 3293447002
447 46.5540478 24.6448574 3293447003
448 46.5611359 24.6448638 3293447004
449 46.7145038 24.6415836 506593424
450 46.5539484 24.6449902 3293447010
451 46.5867335 24.5859698 2304180369
452 46.556879 24.6451608 3293447020
453 46.5669088 24.6452059 3293447021
454 46.5617587 24.6452603 3293447023
455 46.5457507 24.6452938 3293447025
456 46.5565151 24.6454095 3293447029
457 46.5576257 24.6244733 1698825079
458 46.5676027 24.6454579 3293447032
459 46.8101942 24.7320379 2363097980
460 46.5565954 24.6455395 3293447038
461 46.5338789 24.6279861 3293362293
462 46.5560742 24.6263642 1698825088
463 46.5558652 24.6266424 1698825090
464 46.5463348 24.6456612 3293447044
465 46.8158394 24.7324607 2363097989
466 46.5462453 24.6457783 3293447049
467 46.5463808 24.6458336 3293447051
468 46.5520199 24.6317597 1698825104
469 46.8093386 24.7333313 2363098001
470 46.8090569 24.7337116 2363098003
471 46.549189 24.6461563 3293447060
472 46.5481267 24.6369408 1698825112
473 46.5444051 24.6419082 1698825116
474 46.5441989 24.6421962 1698825120
475 46.7358722 24.8037916 2363503308
476 46.8135463 24.7355623 2363098025
477 46.8133404 24.7358409 2363098029
478 46.5499705 24.6503074 1698825137
479 46.8130812 24.7361914 2363098034
480 46.5522679 24.6472366 1698825139
481 46.552455 24.6469864 1698825141
482 46.5561827 24.6420037 1698825142
483 46.5563103 24.6418331 1698825144
484 46.5600688 24.6368089 1698825145
485 46.5601519 24.6366979 1698825147
486 46.6377388 24.7800028 314070912
487 46.5639077 24.6316771 1698825155
488 46.5641117 24.6314043 1698825158
489 46.572351 25.019116 3359899809
490 46.5500647 24.6503829 1698825166
491 46.564248 24.6314871 1698825168
492 46.5640435 24.6317595 1698825170
493 46.5602791 24.636775 1698825179
494 46.5601959 24.6368858 1698825180
495 46.5564288 24.6419046 1698825182
496 46.5563008 24.6420752 1698825183
497 46.5525647 24.6470524 1698825185
498 46.5523776 24.6473017 1698825186
499 46.6982758 24.7515895 443810805
500 46.5660827 24.6326403 1698825209
501 46.563182 24.6461989 3293447163
502 46.5545894 24.6479794 1698825212
503 46.5581518 24.6432252 1698825214
504 46.5642059 24.6464338 3293447168
505 46.5582827 24.6430505 1698825217
506 46.5530041 24.6464671 3293447170
507 46.5620309 24.6380481 1698825219
508 46.5459189 24.646481 3293447172
509 46.5641017 24.6465623 3293447175
510 46.5518522 24.646608 3293447178
511 46.5648512 24.6466911 3293447179
512 46.5465321 24.8411217 3361865901
513 46.5658795 24.6329115 1698825236
514 46.6960929 24.7477744 443810837
515 46.6962321 24.7478228 443810838
516 46.5661991 24.6327133 1698825239
517 46.5659793 24.647123 3293447192
518 46.5659961 24.6329844 1698825241
519 46.5622392 24.6380021 1698825242
520 46.5621488 24.6381228 1698825243
521 46.5584034 24.6431249 1698825245
522 46.555012 24.6474154 3293447200
523 46.5466437 24.6476218 3293447207
524 46.5582724 24.6432999 1698825258
525 46.5480297 24.6476712 3293447211
526 46.551066 24.8602295 3357256541
527 46.4952822 24.6188897 1698825266
528 46.5346138 24.6282227 3293362299
529 46.4990285 24.6139157 1698825269
530 46.7266544 24.6777552 473698881
531 46.499273 24.6135888 1698825271
532 46.5030137 24.6085875 1698825273
533 46.6564364 24.7000281 3736513375
534 46.503118 24.6084482 1698825277
535 46.7114605 24.6630858 497855853
536 46.5523781 24.6483003 3293447233
537 46.5554974 24.6483339 3293447235
538 46.6981032 24.7478457 443810887
539 46.7483019 24.8126625 3343166306
540 46.5651393 25.0169284 3359899832
541 46.5534316 24.6488012 3293447251
542 46.686071 24.7430929 440009813
543 46.6872545 24.743598 440009814
544 46.6873944 24.7436577 440009815
545 46.6881395 24.7439757 440009816
546 46.6906342 24.7450485 440009817
547 46.6908438 24.7451298 440009818
548 46.5487768 24.6494206 3293447260
549 46.509053 24.6047265 1698825312
550 46.5562015 24.6498525 3293447268
551 46.5151473 24.6084625 1698825318
552 46.7006159 24.7487337 440009831
553 46.7016286 24.7467113 440009832
554 46.5233523 24.6136075 1698825322
555 46.5234827 24.6136893 1698825324
556 46.5253224 24.6148442 1698825326
557 46.5254379 24.6149167 1698825328
558 46.5334666 24.6199568 1698825330
559 46.5582681 24.6506284 3293447283
560 46.5505429 24.6507677 3293447285
561 46.5337991 24.6201654 1698825338
562 46.556114 24.6513677 3293447293
563 46.5603577 24.6514132 3293447294
564 46.5615739 24.6518727 3293447297
565 46.5530386 24.6525034 3293447307
566 46.5535969 24.6527831 3293447310
567 46.5337153 24.6202768 1698825360
568 46.5333831 24.6200684 1698825361
569 46.7539347 24.6901019 503710866
570 46.5253526 24.6150306 1698825368
571 46.5583921 24.6546758 3293447321
572 46.5610374 24.6549042 3293447322
573 46.7535257 24.6911972 503710875
574 46.5232661 24.6137218 1698825373
575 46.5152168 24.6086723 1698825374
576 46.5150628 24.6085757 1698825376
577 46.7194073 24.4525976 3385853097
578 46.6571848 24.7018886 3736513394
579 46.7133272 24.4780601 3385853105
580 46.505629 24.6055155 1698825394
581 46.7055309 24.4633748 3385853109
582 46.7057243 24.4633443 3385853110
583 46.5614882 25.0069257 3359899849
584 46.6452004 24.6440979 1711975284
585 46.7134575 24.4779398 3385853114
586 46.7192978 24.4726295 3385853115
587 46.7191153 24.4727955 3385853116
588 46.7070531 24.4629466 3385853117
589 46.4991822 24.6140122 1698825406
590 46.4954307 24.6189875 1698825408
591 46.7040436 24.4384717 3385853122
592 46.704167 24.4385852 3385853123
593 46.7072632 24.4629136 3385853128
594 46.7087466 24.4425065 3385853130
595 46.7071822 24.5990551 605203319
596 46.7088843 24.4426334 3385853133
597 46.7132508 24.4469373 3385853134
598 46.5113153 24.6135931 1698825425
599 46.7052852 24.452644 3385853138
600 46.7052625 24.4525259 3385853139
601 46.5194935 24.6187259 1698825429
602 46.7131383 24.4468339 3385853143
603 46.521465 24.6199633 1698825433
604 46.5215965 24.6200458 1698825435
605 46.7730433 24.4778711 3385853149
606 46.7548884 24.4944049 3385853150
607 46.7547686 24.4943444 3385853151
608 46.7729503 24.4777857 3385853152
609 46.7731558 24.4779745 3385853153
610 46.7549948 24.4944897 3385853154
611 46.7546622 24.4942596 3385853155
612 46.7728645 24.4777068 3385853156
613 46.5299483 24.6252877 1698825445
614 46.8547086 24.7581822 2574341671
615 46.4814086 24.8080391 1388184812
616 46.7527179 24.4959428 3385853165
617 46.7541901 24.7660481 2363360494
618 46.7523087 24.4956711 3385853167
619 46.7524082 24.4957717 3385853169
620 46.7525188 24.4958623 3385853171
621 46.5666904 24.647392 1698825462
622 46.5666205 24.6475478 1698825465
623 46.7566675 24.7670613 2363360507
624 46.7327995 24.5087575 3385853189
625 46.5218403 24.8035353 1388184838
626 46.7468893 24.7681028 2363360520
627 46.7384814 24.5087692 3385853193
628 46.6940212 24.4962985 3385853195
629 46.6940861 24.7609531 2527570818
630 46.6283163 24.5256793 3385853202
631 46.6551 24.5332506 3385853204
632 47.0043747 24.4388162 1724685472
633 46.6403465 24.5391382 3385853207
634 46.6549892 24.5331158 3385853208
635 46.6454403 24.5370432 3385853210
636 46.6452274 24.5371308 3385853211
637 46.5295108 24.6252407 1698825501
638 46.521484 24.620196 1698825502
639 46.6435818 24.5378076 3385853217
640 46.6360587 24.5221324 3385853218
641 46.640113 24.5305651 3385853219
642 46.6264206 24.5361373 3385853220
643 46.6263601 24.5359722 3385853221
644 46.6400244 24.5303801 3385853222
645 46.6320181 24.5336567 3385853223
646 46.6409373 24.527744 3385853224
647 46.5113344 24.613817 1698825513
648 46.6489256 24.5246581 3385853226
649 46.6410141 24.5279026 3385853227
650 46.6437231 24.5216677 3385853228
651 46.6481009 24.5306882 3385853229
652 46.6464331 24.5314214 3385853231
653 46.7448899 24.7722625 2363360560
654 46.6472741 24.5295874 3385853233
655 46.6429178 24.5313854 3385853234
656 46.6458293 24.5301907 3385853235
657 46.744425 24.7732292 2363360564
658 46.6393851 24.5245382 3385853237
659 46.6440668 24.5226713 3385853238
660 46.6421038 24.5222106 3385853239
661 46.6466923 24.5203056 3385853240
662 46.6976193 24.7547232 443811129
663 46.6408326 24.5198582 3385853242
664 46.6335832 24.5286446 3385853243
665 46.7528828 24.7756448 2363360573
666 46.6330759 24.5237344 3385853246
667 46.6861949 24.5823792 1797653823
668 46.6297828 24.5288609 3385853249
669 46.6614142 24.7045028 3736513419
670 46.7524871 24.7766221 2363360580
671 46.7616955 24.7772006 2363360585
672 46.6196845 24.5327064 3385853259
673 46.5972579 24.5062287 3385853261
674 46.7603673 24.7798287 2363360590
675 46.6184744 24.524138 3385853263
676 46.6045517 24.5023022 3385853264
677 46.6063259 24.501347 3385853265
678 46.6573422 24.6605466 2287076690
679 46.5952008 24.5032742 3385853267
680 46.6058091 24.519771 3385853268
681 46.6556972 24.6494259 2287076693
682 46.5950395 24.5034027 3385853270
683 46.6097561 24.5198889 3385853273
684 46.6142588 24.5175269 3385853274
685 46.6160216 24.5166236 3385853275
686 46.6215803 24.5136607 3385853276
687 46.6332434 24.5033131 3385853277
688 46.6245651 24.5078436 3385853278
689 46.6244808 24.5077103 3385853279
690 46.6331912 24.5032248 3385853280
691 46.6311375 24.499923 3385853281
692 46.6276136 24.506097 3385853284
693 46.5153853 24.6241752 1698825573
694 46.5156243 24.6238582 1698825574
695 46.5155348 24.6242689 1698825575
696 46.5157731 24.6239516 1698825576
697 46.6195318 24.4998853 3385853289
698 46.6281622 24.4953258 3385853290
699 46.618273 24.4978948 3385853291
700 46.6587093 24.6615273 2287076717
701 46.6557027 24.6496162 2287076719
702 46.6254718 24.4911371 3385853296
703 46.6169099 24.4957395 3385853297
704 46.6161944 24.495954 3385853298
705 46.6254067 24.4910336 3385853299
706 46.6253254 24.4909004 3385853300
707 46.6252685 24.490819 3385853301
708 46.6161596 24.495821 3385853302
709 46.6477648 24.7476408 1267860855
710 46.6491012 24.7493973 1267860858
711 46.7614094 24.9980488 3160102463
712 46.6484499 24.7523441 1267860860
713 46.5032113 24.6226196 1698825598
714 46.6479853 24.751344 1267860868
715 46.5072315 24.6190609 1698825609
716 46.5074723 24.6187384 1698825613
717 46.5075729 24.6188016 1698825619
718 46.5073303 24.6191229 1698825623
719 46.3722151 24.7524366 3394655812
720 46.6485836 24.7501358 1267860892
721 46.6458388 24.7512589 1267860893
722 46.6440749 24.7483674 1267860894
723 46.7024069 24.7451518 440010143
724 46.6525372 24.7499006 1267860897
725 46.6502221 24.7530806 1267860899
726 46.6984768 24.6942593 471619142
727 46.6446986 24.7471514 1267860905
728 46.672886 24.6917876 3660580271
729 46.674475 24.6924601 3660580272
730 46.3716993 24.751232 3394655818
731 46.5769319 25.0209018 3359899894
732 46.6437971 24.748909 1267860936
733 46.6509842 24.7473121 1267860937
734 46.5732716 24.636082 1698824441
735 46.3711741 24.7500057 3394655823
736 46.6939327 24.7604548 443811300
737 46.5702064 25.0244892 3359899900
738 46.695823 24.7583189 443811312
739 46.6616935 24.7321575 2723939829
740 46.7841945 24.6943257 675546623
741 46.6620749 24.7310648 2723939840
742 46.6486115 24.7503795 1267861001
743 46.6960909 24.7577826 443811339
744 46.646922 24.7472922 1267861005
745 46.6464323 24.7515055 1267861008
