id	layer	num1	num2	num3	lon	pos	Station	st_x	st_y	lat	proximity_to_metro
streets_3607	streets	None	None	None	None	(24.620917306462303, 46.738548924301206)	None	46.7385489243	24.6209173065	None	None
streets_3600	streets	None	None	None	None	(24.583783144479103, 46.878063200023497)	None	46.8780632	24.5837831445	None	None
streets_3601	streets	None	None	None	None	(24.712995931993103, 46.664879428339702)	None	46.6648794283	24.712995932	None	None
streets_3602	streets	None	None	None	None	(24.767574426720401, 46.700571867305797)	None	46.7005718673	24.7675744267	None	None
streets_3603	streets	None	None	None	None	(24.574049172632602, 46.889896592086799)	None	46.8898965921	24.5740491726	None	None
taz_237	taz	2226	1248	1428	46.694429	(24.566230999999998, 46.694429)	None	None	None	24.566231	4.86274146389
taz_239	taz	3882	1428	272	46.710925	(24.645855999999998, 46.710925000000003)	None	None	None	24.645856	0.292078109594
taz_5923	taz	1300	1762	583	46.652216	(24.785941000000001, 46.652215999999996)	None	None	None	24.785941	0.931139670276
taz_5924	taz	1299	2303	583	46.647159	(24.783804999999997, 46.647159000000002)	None	None	None	24.783805	0.896136139162
taz_5925	taz	1302	8991	600	46.692992	(24.795133, 46.692991999999997)	None	None	None	24.795133	1.10277293981
taz_5926	taz	1301	4285	600	46.693683	(24.793756999999999, 46.693683)	None	None	None	24.793757	1.23617201734
taz_5927	taz	1296	3107	588	46.666781	(24.804155999999999, 46.666781)	None	None	None	24.804156	1.70120464321
taz_5928	taz	1295	1824	588	46.667545	(24.802593999999999, 46.667545000000004)	None	None	None	24.802594	1.57780288483
taz_5929	taz	1298	416	583	46.655498	(24.779423999999999, 46.655498000000001)	None	None	None	24.779424	1.15433082307
taz_11698	taz	3325	3180	804	46.679268	(24.719376999999998, 46.679268)	None	None	None	24.719377	0.674543803147
taz_11699	taz	3326	3239	78	46.678221	(24.714267, 46.678221000000001)	None	None	None	24.714267	0.356621668294
streets_4076	streets	None	None	None	None	(24.777614005884601, 46.723704312137201)	None	46.7237043121	24.7776140059	None	None
streets_4077	streets	None	None	None	None	(24.666465666516601, 46.746318898908605)	None	46.7463188989	24.6664656665	None	None
streets_4075	streets	None	None	None	None	(24.7918541890927, 46.726282188805399)	None	46.7262821888	24.7918541891	None	None
streets_4078	streets	None	None	None	None	(24.742776969390803, 46.685767789798497)	None	46.6857677898	24.7427769694	None	None
streets_4079	streets	None	None	None	None	(24.616577454562503, 46.731240186686108)	None	46.7312401867	24.6165774546	None	None
taz_3182	taz	1039	5459	776	46.84174	(24.820302999999999, 46.841740000000001)	None	None	None	24.820303	2.60202297793
taz_3183	taz	1038	110	776	46.837389	(24.818051999999998, 46.837389000000002)	None	None	None	24.818052	2.12975600219
taz_3184	taz	1037	1978	776	46.839909	(24.814547000000001, 46.839909000000006)	None	None	None	24.814547	2.0215008611
taz_3185	taz	1036	2206	810	46.694345	(24.733771000000001, 46.694344999999998)	None	None	None	24.733771	0.91882732831
taz_3186	taz	1035	9969	810	46.694483	(24.726004999999997, 46.694482999999998)	None	None	None	24.726005	0.858227538856
taz_3188	taz	1033	2144	811	46.719138	(24.740255999999999, 46.719138000000001)	None	None	None	24.740256	1.49728393855
taz_3189	taz	1032	7548	811	46.716223	(24.739055, 46.716222999999999)	None	None	None	24.739055	1.52632055319
streets_12281	streets	None	None	None	None	(24.702166552607302, 46.769532222370202)	None	46.7695322224	24.7021665526	None	None
streets_12285	streets	None	None	None	None	(24.725547476132302, 46.825537424399997)	None	46.8255374244	24.7255474761	None	None
streets_12284	streets	None	None	None	None	(24.649001371965699, 46.786105258887901)	None	46.7861052589	24.649001372	None	None
streets_12287	streets	None	None	None	None	(24.9297389861065, 46.981431866989297)	None	46.981431867	24.9297389861	None	None
streets_12286	streets	None	None	None	None	(24.530277858738, 46.651214152431791)	None	46.6512141524	24.5302778587	None	None
streets_12289	streets	None	None	None	None	(24.6521012631252, 46.690019198685704)	None	46.6900191987	24.6521012631	None	None
streets_12288	streets	None	None	None	None	(24.626596711861801, 46.749038715128201)	None	46.7490387151	24.6265967119	None	None
streets_4388	streets	None	None	None	None	(24.679767016213798, 46.665077053212102)	None	46.6650770532	24.6797670162	None	None
streets_4389	streets	None	None	None	None	(24.519584473834101, 46.644440998305292)	None	46.6444409983	24.5195844738	None	None
streets_11958	streets	None	None	None	None	(24.654801173531698, 46.729866526786395)	None	46.7298665268	24.6548011735	None	None
streets_11959	streets	None	None	None	None	(24.436832232723798, 46.731105767757903)	None	46.7311057678	24.4368322327	None	None
streets_4380	streets	None	None	None	None	(24.833963714994102, 46.849148701669797)	None	46.8491487017	24.833963715	None	None
streets_4381	streets	None	None	None	None	(24.665431068802501, 46.702143599016708)	None	46.702143599	24.6654310688	None	None
streets_11956	streets	None	None	None	None	(24.591113342831399, 46.541671269280393)	None	46.5416712693	24.5911133428	None	None
streets_4383	streets	None	None	None	None	(24.689898505750104, 46.639150806248999)	None	46.6391508062	24.6898985058	None	None
streets_4384	streets	None	None	None	None	(24.679538243111402, 46.68799199715)	None	46.6879919972	24.6795382431	None	None
streets_4385	streets	None	None	None	None	(24.585962583798398, 46.777741455834601)	None	46.7777414558	24.5859625838	None	None
streets_4386	streets	None	None	None	None	(24.656895593132898, 46.703416526811999)	None	46.7034165268	24.6568955931	None	None
streets_4387	streets	None	None	None	None	(24.865108809553501, 46.974658445113398)	None	46.9746584451	24.8651088096	None	None
streets_13888	streets	None	None	None	None	(24.612159222679995, 46.762226075233301)	None	46.7622260752	24.6121592227	None	None
streets_13889	streets	None	None	None	None	(24.889289729913102, 46.587806791362894)	None	46.5878067914	24.8892897299	None	None
streets_13884	streets	None	None	None	None	(24.590280788983698, 46.599622700239294)	None	46.5996227002	24.590280789	None	None
streets_13885	streets	None	None	None	None	(24.611108664767102, 46.760379980008793)	None	46.76037998	24.6111086648	None	None
streets_13886	streets	None	None	None	None	(24.636650143112899, 46.763543124523999)	None	46.7635431245	24.6366501431	None	None
streets_13887	streets	None	None	None	None	(24.568173522150101, 46.814665753533198)	None	46.8146657535	24.5681735222	None	None
streets_13880	streets	None	None	None	None	(24.677872943159798, 46.746369073515098)	None	46.7463690735	24.6778729432	None	None
streets_13881	streets	None	None	None	None	(24.692824475166898, 46.755664334383404)	None	46.7556643344	24.6928244752	None	None
streets_13882	streets	None	None	None	None	(24.8108006086937, 46.6251728946756)	None	46.6251728947	24.8108006087	None	None
streets_13883	streets	None	None	None	None	(24.633019322571801, 46.687936835946211)	None	46.6879368359	24.6330193226	None	None
streets_5840	streets	None	None	None	None	(24.896947652594399, 46.763337899533603)	None	46.7633378995	24.8969476526	None	None
taz_13347	taz	1781	2910	1313	46.735888	(24.602727999999999, 46.735888000000003)	None	None	None	24.602728	1.03891893496
streets_11488	streets	None	None	None	None	(24.657907866052199, 46.746967307809399)	None	46.7469673078	24.6579078661	None	None
streets_11489	streets	None	None	None	None	(24.849647951863297, 46.713466446450397)	None	46.7134664465	24.8496479519	None	None
taz_13342	taz	761	6030	912	46.758012	(24.739411999999998, 46.758012000000001)	None	None	None	24.739412	3.35718115119
taz_13343	taz	1777	2249	312	46.733838	(24.618164, 46.733837999999999)	None	None	None	24.618164	1.42075805391
taz_13341	taz	760	6176	912	46.754712	(24.735991000000002, 46.754711999999998)	None	None	None	24.735991	3.76408637309
streets_11482	streets	None	None	None	None	(24.593201332944698, 46.625374436631404)	None	46.6253744366	24.5932013329	None	None
streets_11483	streets	None	None	None	None	(24.6852677791925, 46.667532337961099)	None	46.667532338	24.6852677792	None	None
streets_11480	streets	None	None	None	None	(24.680815274635201, 46.669671793622001)	None	46.6696717936	24.6808152746	None	None
streets_11481	streets	None	None	None	None	(24.646399463326301, 46.684791781492301)	None	46.6847917815	24.6463994633	None	None
streets_11486	streets	None	None	None	None	(24.696492247635497, 46.766448338689791)	None	46.7664483387	24.6964922476	None	None
streets_11487	streets	None	None	None	None	(24.729596732063197, 46.678552799813097)	None	46.6785527998	24.7295967321	None	None
streets_11484	streets	None	None	None	None	(24.717276658612899, 46.761232347824297)	None	46.7612323478	24.7172766586	None	None
streets_7069	streets	None	None	None	None	(24.815251097966105, 46.670518094878304)	None	46.6705180949	24.815251098	None	None
taz_14169	taz	1643	7946	805	46.700239	(24.738001999999998, 46.700239000000003)	None	None	None	24.738002	0.775752077445
taz_14168	taz	1644	1665	805	46.705039	(24.740022, 46.705038999999999)	None	None	None	24.740022	0.712928985265
streets_5383	streets	None	None	None	None	(24.8503030182872, 46.713607739419203)	None	46.7136077394	24.8503030183	None	None
streets_5382	streets	None	None	None	None	(24.737135462835003, 46.676169476187603)	None	46.6761694762	24.7371354628	None	None
streets_5381	streets	None	None	None	None	(24.694717872388299, 46.755117681368297)	None	46.7551176814	24.6947178724	None	None
streets_5380	streets	None	None	None	None	(24.5524849245007, 46.648972111284202)	None	46.6489721113	24.5524849245	None	None
streets_5387	streets	None	None	None	None	(24.604757394969802, 46.842241742358894)	None	46.8422417424	24.604757395	None	None
streets_5386	streets	None	None	None	None	(24.604224412656304, 46.842754499505993)	None	46.8427544995	24.6042244127	None	None
streets_5385	streets	None	None	None	None	(24.634333275937099, 46.693336162700298)	None	46.6933361627	24.6343332759	None	None
streets_5384	streets	None	None	None	None	(24.585870539272399, 46.769267089306098)	None	46.7692670893	24.5858705393	None	None
streets_5389	streets	None	None	None	None	(24.663492800289397, 46.718735272283496)	None	46.7187352723	24.6634928003	None	None
streets_5388	streets	None	None	None	None	(24.663215382547897, 46.718716033665203)	None	46.7187160337	24.6632153825	None	None
streets_8787	streets	None	None	None	None	(24.746858087087197, 46.698754292025299)	None	46.698754292	24.7468580871	None	None
streets_4929	streets	None	None	None	None	(24.581324862062502, 46.606723832038405)	None	46.606723832	24.5813248621	None	None
streets_4924	streets	None	None	None	None	(24.655549452631899, 46.787430896273406)	None	46.7874308963	24.6555494526	None	None
streets_4925	streets	None	None	None	None	(24.4926318654488, 46.498934964753502)	None	46.4989349648	24.4926318654	None	None
streets_4926	streets	None	None	None	None	(24.7974277345714, 46.628994556835394)	None	46.6289945568	24.7974277346	None	None
streets_4927	streets	None	None	None	None	(24.744653329594303, 46.749907369800503)	None	46.7499073698	24.7446533296	None	None
streets_4920	streets	None	None	None	None	(24.629164419486699, 46.719571687482201)	None	46.7195716875	24.6291644195	None	None
streets_4921	streets	None	None	None	None	(24.687980266622702, 46.726498659017899)	None	46.726498659	24.6879802666	None	None
streets_4922	streets	None	None	None	None	(24.706367625025202, 46.697403910031994)	None	46.69740391	24.706367625	None	None
streets_4923	streets	None	None	None	None	(24.796530718731297, 46.767071540161602)	None	46.7670715402	24.7965307187	None	None
taz_8093	taz	1138	1283	723	46.726111	(24.778651999999997, 46.726110999999996)	None	None	None	24.778652	0.905643111265
taz_8092	taz	1137	3559	723	46.724507	(24.777835, 46.724507000000003)	None	None	None	24.777835	1.01006267531
taz_8091	taz	1136	10091	723	46.724588	(24.777701, 46.724587999999997)	None	None	None	24.777701	1.02339706833
taz_8090	taz	1135	6506	724	46.71713	(24.785520000000002, 46.717129999999997)	None	None	None	24.78552	0.92571363499
taz_8096	taz	1131	76	725	46.719247	(24.786398000000002, 46.719246999999996)	None	None	None	24.786398	0.701526334759
taz_8095	taz	1130	77	725	46.718572	(24.783839999999998, 46.718571999999995)	None	None	None	24.78384	0.836527139659
taz_8094	taz	1139	5051	56	46.70673	(24.790604999999999, 46.70673)	None	None	None	24.790605	1.91460681825
streets_8904	streets	None	None	None	None	(24.659597559973601, 46.702614644302102)	None	46.7026146443	24.65959756	None	None
streets_5039	streets	None	None	None	None	(24.827005330967697, 46.795253137757499)	None	46.7952531378	24.827005331	None	None
streets_5038	streets	None	None	None	None	(24.727298905814799, 46.647000336978209)	None	46.647000337	24.7272989058	None	None
streets_8905	streets	None	None	None	None	(24.583421022979898, 46.877237075226205)	None	46.8772370752	24.583421023	None	None
streets_5030	streets	None	None	None	None	(24.7336642273272, 46.577540248042794)	None	46.577540248	24.7336642273	None	None
taz_1126	taz	1633	5346	755	46.710399	(24.76033, 46.710399000000002)	None	None	None	24.76033	1.34242512508
taz_1127	taz	1634	4819	755	46.707671	(24.760988000000001, 46.707671000000005)	None	None	None	24.760988	1.61540693077
taz_1120	taz	1638	7961	720	46.708645	(24.771304000000001, 46.708645000000004)	None	None	None	24.771304	2.34898687405
taz_1121	taz	1639	636	80	46.709907	(24.737969, 46.709907000000001)	None	None	None	24.737969	1.13270124473
taz_1122	taz	1640	9319	80	46.708206	(24.741374, 46.708205999999997)	None	None	None	24.741374	0.730188078507
taz_1123	taz	1641	8249	80	46.712034	(24.742998, 46.712034000000003)	None	None	None	24.742998	0.947950149126
streets_8900	streets	None	None	None	None	(24.6356042451193, 46.576665793176495)	None	46.5766657932	24.6356042451	None	None
streets_8901	streets	None	None	None	None	(24.6579139756473, 46.713507770583497)	None	46.7135077706	24.6579139756	None	None
streets_12750	streets	None	None	None	None	(24.6823701082971, 46.709424196669204)	None	46.7094241967	24.6823701083	None	None
streets_11228	streets	None	None	None	None	(24.748877351650499, 46.857827109893897)	None	46.8578271099	24.7488773517	None	None
streets_11229	streets	None	None	None	None	(24.671499554978197, 46.721262098577206)	None	46.7212620986	24.671499555	None	None
streets_11226	streets	None	None	None	None	(24.927457930174899, 46.831580053786205)	None	46.8315800538	24.9274579302	None	None
streets_11227	streets	None	None	None	None	(24.979267607663303, 46.854794431149799)	None	46.8547944311	24.9792676077	None	None
streets_11224	streets	None	None	None	None	(24.9067763539597, 46.973478862800292)	None	46.9734788628	24.906776354	None	None
streets_11225	streets	None	None	None	None	(24.679861664731604, 46.6567245578224)	None	46.6567245578	24.6798616647	None	None
streets_11222	streets	None	None	None	None	(24.665889673664498, 46.772178682236607)	None	46.7721786822	24.6658896737	None	None
streets_11223	streets	None	None	None	None	(24.7502828388578, 46.612285763431302)	None	46.6122857634	24.7502828389	None	None
streets_11221	streets	None	None	None	None	(25.0172293409329, 46.521143373560001)	None	46.5211433736	25.0172293409	None	None
streets_3389	streets	None	None	None	None	(24.6427302744986, 46.7112704593412)	None	46.7112704593	24.6427302745	None	None
streets_3388	streets	None	None	None	None	(24.5672745712459, 46.633655856774304)	None	46.6336558568	24.5672745712	None	None
taz_610	taz	2634	7342	1375	46.601547	(24.578946999999999, 46.601546999999997)	None	None	None	24.578947	1.26412880271
streets_3381	streets	None	None	None	None	(24.728436802225399, 46.655177722537601)	None	46.6551777225	24.7284368022	None	None
streets_3380	streets	None	None	None	None	(24.670247515262901, 46.749719866475495)	None	46.7497198665	24.6702475153	None	None
streets_3383	streets	None	None	None	None	(24.6998339356423, 46.659579933116504)	None	46.6595799331	24.6998339356	None	None
taz_611	taz	2633	2637	1376	46.593764	(24.581250000000001, 46.593764)	None	None	None	24.58125	0.435982918598
streets_3385	streets	None	None	None	None	(24.594382812164604, 46.787766424622205)	None	46.7877664246	24.5943828122	None	None
streets_3384	streets	None	None	None	None	(24.593468915237604, 46.7858427301503)	None	46.7858427302	24.5934689152	None	None
streets_3387	streets	None	None	None	None	(24.565543313994898, 46.637182068307105)	None	46.6371820683	24.565543314	None	None
streets_3386	streets	None	None	None	None	(24.938704408555601, 46.575988995572899)	None	46.5759889956	24.9387044086	None	None
streets_7864	streets	None	None	None	None	(24.700879642940897, 46.650725917901404)	None	46.6507259179	24.7008796429	None	None
streets_7865	streets	None	None	None	None	(24.824512622109999, 46.802452473574199)	None	46.8024524736	24.8245126221	None	None
streets_7866	streets	None	None	None	None	(24.838243656558401, 46.680754963709795)	None	46.6807549637	24.8382436566	None	None
streets_7867	streets	None	None	None	None	(24.651399089009104, 46.569519768565797)	None	46.5695197686	24.651399089	None	None
streets_7860	streets	None	None	None	None	(24.6636775061903, 46.752952880675402)	None	46.7529528807	24.6636775062	None	None
streets_7861	streets	None	None	None	None	(24.974694355981999, 47.026040900191497)	None	47.0260409002	24.974694356	None	None
streets_7862	streets	None	None	None	None	(24.836244832823201, 46.682211887860205)	None	46.6822118879	24.8362448328	None	None
streets_7863	streets	None	None	None	None	(24.576530137304502, 46.6726760342818)	None	46.6726760343	24.5765301373	None	None
streets_7869	streets	None	None	None	None	(24.564125560618802, 46.565621027504605)	None	46.5656210275	24.5641255606	None	None
streets_2560	streets	None	None	None	None	(24.828706840785998, 46.799412346688101)	None	46.7994123467	24.8287068408	None	None
streets_2561	streets	None	None	None	None	(24.676875572321201, 46.693528007615996)	None	46.6935280076	24.6768755723	None	None
streets_6405	streets	None	None	None	None	(24.680022029532299, 46.758532157072295)	None	46.7585321571	24.6800220295	None	None
streets_6404	streets	None	None	None	None	(24.7258676966648, 46.774229721059292)	None	46.7742297211	24.7258676967	None	None
streets_6407	streets	None	None	None	None	(24.709306909025198, 46.661683535636399)	None	46.6616835356	24.709306909	None	None
streets_830	streets	None	None	None	None	(24.657415978516102, 46.742091639373399)	None	46.7420916394	24.6574159785	None	None
streets_837	streets	None	None	None	None	(24.8264249078556, 46.884766974301904)	None	46.8847669743	24.8264249079	None	None
streets_836	streets	None	None	None	None	(24.732174899614801, 46.690969328179506)	None	46.6909693282	24.7321748996	None	None
streets_835	streets	None	None	None	None	(24.7364599411477, 46.817421219678792)	None	46.8174212197	24.7364599411	None	None
streets_6402	streets	None	None	None	None	(24.685319679203399, 46.640282955847702)	None	46.6402829558	24.6853196792	None	None
streets_839	streets	None	None	None	None	(24.867345687573899, 46.596604167813204)	None	46.5966041678	24.8673456876	None	None
streets_838	streets	None	None	None	None	(24.706239820624599, 46.779913627515604)	None	46.7799136275	24.7062398206	None	None
streets_6409	streets	None	None	None	None	(24.657640067925001, 46.711992422857705)	None	46.7119924229	24.6576400679	None	None
streets_6408	streets	None	None	None	None	(24.699011796229996, 46.724092852650394)	None	46.7240928527	24.6990117962	None	None
streets_6660	streets	None	None	None	None	(24.613192503483599, 46.773985704502898)	None	46.7739857045	24.6131925035	None	None
streets_13574	streets	None	None	None	None	(24.610982236033301, 46.717810697089206)	None	46.7178106971	24.610982236	None	None
streets_13575	streets	None	None	None	None	(24.8557863542691, 46.673312263056005)	None	46.6733122631	24.8557863543	None	None
taz_10118	taz	1306	7192	433	46.630107	(24.828393999999999, 46.630107000000002)	None	None	None	24.828394	1.5731015626
taz_10119	taz	1307	7539	437	46.641246	(24.811405999999998, 46.641246000000002)	None	None	None	24.811406	1.77274312723
streets_13570	streets	None	None	None	None	(24.586271196182103, 46.747522733447106)	None	46.7475227334	24.5862711962	None	None
streets_13571	streets	None	None	None	None	(24.592096348289999, 46.809862319232295)	None	46.8098623192	24.5920963483	None	None
streets_13572	streets	None	None	None	None	(24.747996729272298, 46.657547601112)	None	46.6575476011	24.7479967293	None	None
taz_3409	taz	151	3295	616	46.765089	(24.894120999999998, 46.765089000000003)	None	None	None	24.894121	6.2430807324
taz_4608	taz	2569	6389	1105	46.685979	(24.615220000000001, 46.685978999999996)	None	None	None	24.61522	0.452921737949
taz_4609	taz	2570	2151	1104	46.677683	(24.614740000000001, 46.677683000000002)	None	None	None	24.61474	0.409159144247
streets_785	streets	None	None	None	None	(24.9195165390597, 46.570331007800398)	None	46.5703310078	24.9195165391	None	None
streets_787	streets	None	None	None	None	(24.712988907391701, 46.700716560880203)	None	46.7007165609	24.7129889074	None	None
streets_786	streets	None	None	None	None	(24.792154749941503, 46.804505234013703)	None	46.804505234	24.7921547499	None	None
streets_789	streets	None	None	None	None	(24.686298822146501, 46.697387059524495)	None	46.6973870595	24.6862988221	None	None
streets_788	streets	None	None	None	None	(24.6477100272906, 46.70926003589021)	None	46.7092600359	24.6477100273	None	None
taz_11447	taz	971	4421	413	46.620908	(24.819217000000002, 46.620908)	None	None	None	24.819217	0.74743233931
taz_11446	taz	970	9394	462	46.61036	(24.818145999999999, 46.61036)	None	None	None	24.818146	0.99650801378
taz_11449	taz	975	6098	529	46.635854	(24.820012999999999, 46.635853999999995)	None	None	None	24.820013	1.4430618812
taz_11448	taz	974	121	529	46.640474	(24.812920000000002, 46.640473999999998)	None	None	None	24.81292	1.68554741956
taz_4355	taz	3638	1311	319	46.742891	(24.646343999999999, 46.742891)	None	None	None	24.646344	0.633279338658
taz_4356	taz	3635	5661	347	46.763543	(24.636649999999999, 46.763542999999999)	None	None	None	24.63665	2.08976648657
streets_14167	streets	None	None	None	None	(24.876857471886503, 46.591979896344796)	None	46.5919798963	24.8768574719	None	None
taz_4357	taz	3636	8234	319	46.738115	(24.642336, 46.738115000000001)	None	None	None	24.642336	0.231575298982
streets_6571	streets	None	None	None	None	(24.745329333035997, 46.658507709713405)	None	46.6585077097	24.745329333	None	None
taz_11999	taz	3183	9056	564	46.631414	(24.798167000000003, 46.631413999999999)	None	None	None	24.798167	0.283855425663
taz_11995	taz	3707	2290	999	46.820232	(24.716554000000002, 46.820231999999997)	None	None	None	24.716554	1.23927060526
taz_11996	taz	3184	669	440	46.65171	(24.793095000000001, 46.651709999999994)	None	None	None	24.793095	0.932085994451
streets_14161	streets	None	None	None	None	(24.5910682379821, 46.641182386500397)	None	46.6411823865	24.591068238	None	None
streets_8713	streets	None	None	None	None	(24.681301518825396, 46.758753295719607)	None	46.7587532957	24.6813015188	None	None
streets_8712	streets	None	None	None	None	(24.684119579702603, 46.720675712473096)	None	46.7206757125	24.6841195797	None	None
streets_8711	streets	None	None	None	None	(24.860984155126701, 46.851243174536705)	None	46.8512431745	24.8609841551	None	None
streets_8710	streets	None	None	None	None	(24.785780951100101, 46.707120497811204)	None	46.7071204978	24.7857809511	None	None
streets_8717	streets	None	None	None	None	(24.659219735391197, 46.713016786687298)	None	46.7130167867	24.6592197354	None	None
streets_8716	streets	None	None	None	None	(24.634752936413001, 46.686524723171502)	None	46.6865247232	24.6347529364	None	None
streets_8715	streets	None	None	None	None	(24.650307230608696, 46.682526617495299)	None	46.6825266175	24.6503072306	None	None
streets_8714	streets	None	None	None	None	(24.591448280799799, 46.7621291549749)	None	46.762129155	24.5914482808	None	None
streets_8719	streets	None	None	None	None	(24.623175511876504, 46.723754768799601)	None	46.7237547688	24.6231755119	None	None
streets_8718	streets	None	None	None	None	(24.676580938440498, 46.558336183406297)	None	46.5583361834	24.6765809384	None	None
streets_8861	streets	None	None	None	None	(24.682353040132998, 46.871178003922303)	None	46.8711780039	24.6823530401	None	None
streets_8860	streets	None	None	None	None	(24.7553956638166, 46.891028616074998)	None	46.8910286161	24.7553956638	None	None
taz_8691	taz	1557	4384	157	46.610205	(24.594598999999999, 46.610205000000001)	None	None	None	24.594599	1.64713293375
taz_6815	taz	2130	5299	1462	46.75154	(24.612410000000001, 46.751540000000006)	None	None	None	24.61241	2.78453997756
streets_8862	streets	None	None	None	None	(24.655400605712899, 46.7189381045864)	None	46.7189381046	24.6554006057	None	None
streets_8864	streets	None	None	None	None	(24.5275044842017, 46.7797497897703)	None	46.7797497898	24.5275044842	None	None
streets_10895	streets	None	None	None	None	(24.619111879947098, 46.727744170895797)	None	46.7277441709	24.6191118799	None	None
taz_1843	taz	3672	10040	492	46.833532	(24.753800999999999, 46.833531999999998)	None	None	None	24.753801	3.14467442566
taz_1842	taz	3671	7481	492	46.837029	(24.753667999999998, 46.837029000000001)	None	None	None	24.753668	3.44703957401
taz_6813	taz	2129	8506	1463	46.754524	(24.607368999999998, 46.754523999999996)	None	None	None	24.607369	2.46062226102
taz_4990	taz	161	7534	426	46.527342	(24.600133, 46.527341999999997)	None	None	None	24.600133	1.96776562758
streets_10305	streets	None	None	None	None	(24.680251527279101, 46.699597699734298)	None	46.6995976997	24.6802515273	None	None
streets_12560	streets	None	None	None	None	(24.607515549720897, 46.753971593058793)	None	46.7539715931	24.6075155497	None	None
streets_12561	streets	None	None	None	None	(24.880960711436401, 46.8780312939273)	None	46.8780312939	24.8809607114	None	None
streets_12562	streets	None	None	None	None	(24.760410467183103, 46.6511052073526)	None	46.6511052074	24.7604104672	None	None
streets_12563	streets	None	None	None	None	(24.507522273720301, 46.764874986133897)	None	46.7648749861	24.5075222737	None	None
streets_9448	streets	None	None	None	None	(24.624174571230999, 46.752155156856702)	None	46.7521551569	24.6241745712	None	None
streets_9449	streets	None	None	None	None	(24.849121107509603, 46.711983967797792)	None	46.7119839678	24.8491211075	None	None
streets_12566	streets	None	None	None	None	(24.854978935172802, 46.672447287535704)	None	46.6724472875	24.8549789352	None	None
streets_12567	streets	None	None	None	None	(24.661752650112799, 46.724629600539799)	None	46.7246296005	24.6617526501	None	None
streets_12569	streets	None	None	None	None	(24.587438004225302, 46.688588452017498)	None	46.688588452	24.5874380042	None	None
streets_9447	streets	None	None	None	None	(24.7801041928922, 46.657092435510599)	None	46.6570924355	24.7801041929	None	None
taz_13593	taz	2644	7980	463	46.584726	(24.58661, 46.584726000000003)	None	None	None	24.58661	0.671500065028
taz_578	taz	3288	2314	705	46.663514	(24.751829000000001, 46.663513999999999)	None	None	None	24.751829	0.619049692984
streets_4717	streets	None	None	None	None	(24.665463857049303, 46.741814356499702)	None	46.7418143565	24.665463857	None	None
streets_4716	streets	None	None	None	None	(24.677140222913899, 46.7020635324848)	None	46.7020635325	24.6771402229	None	None
streets_4715	streets	None	None	None	None	(24.6309502668161, 46.694685178453291)	None	46.6946851785	24.6309502668	None	None
streets_4714	streets	None	None	None	None	(24.708987443507802, 46.624488626126698)	None	46.6244886261	24.7089874435	None	None
streets_4713	streets	None	None	None	None	(24.7362845666865, 46.839936202060201)	None	46.8399362021	24.7362845667	None	None
streets_4712	streets	None	None	None	None	(24.737461386870798, 46.8418867828603)	None	46.8418867829	24.7374613869	None	None
streets_4711	streets	None	None	None	None	(24.930221283059602, 46.612949783324297)	None	46.6129497833	24.9302212831	None	None
streets_4710	streets	None	None	None	None	(24.627080276796697, 46.734963531199504)	None	46.7349635312	24.6270802768	None	None
taz_7879	taz	1414	2494	581	46.639653	(24.783435999999998, 46.639653000000003)	None	None	None	24.783436	0.414327102567
streets_4719	streets	None	None	None	None	(24.654443726578197, 46.647177859689705)	None	46.6471778597	24.6544437266	None	None
streets_4718	streets	None	None	None	None	(24.638426655507999, 46.7050310940784)	None	46.7050310941	24.6384266555	None	None
streets_2718	streets	None	None	None	None	(24.830204670274895, 46.845396593128605)	None	46.8453965931	24.8302046703	None	None
streets_2715	streets	None	None	None	None	(24.7306340395197, 46.7574316588138)	None	46.7574316588	24.7306340395	None	None
streets_2714	streets	None	None	None	None	(24.674746172000699, 46.644657305372299)	None	46.6446573054	24.674746172	None	None
streets_2717	streets	None	None	None	None	(24.4272642745693, 46.553447312808707)	None	46.5534473128	24.4272642746	None	None
streets_2716	streets	None	None	None	None	(24.731569256249401, 46.756982655628605)	None	46.7569826556	24.7315692562	None	None
streets_2711	streets	None	None	None	None	(24.720837272464902, 46.854385920966102)	None	46.854385921	24.7208372725	None	None
streets_2710	streets	None	None	None	None	(24.391951297543603, 46.547079788481796)	None	46.5470797885	24.3919512975	None	None
streets_2713	streets	None	None	None	None	(24.932706805825099, 46.776287614394704)	None	46.7762876144	24.9327068058	None	None
streets_2712	streets	None	None	None	None	(24.783943841519999, 46.738671453267898)	None	46.7386714533	24.7839438415	None	None
streets_11033	streets	None	None	None	None	(24.759156075619302, 46.632097395816295)	None	46.6320973958	24.7591560756	None	None
streets_11032	streets	None	None	None	None	(24.746631728201901, 46.563823391943394)	None	46.5638233919	24.7466317282	None	None
streets_11031	streets	None	None	None	None	(24.745231502779198, 46.647527002347204)	None	46.6475270023	24.7452315028	None	None
streets_11030	streets	None	None	None	None	(24.621369012488604, 46.738526158953199)	None	46.738526159	24.6213690125	None	None
streets_13769	streets	None	None	None	None	(24.699716863075999, 46.816492075113104)	None	46.8164920751	24.6997168631	None	None
taz_6836	taz	3820	4483	300	46.71709	(24.624344000000001, 46.717089999999999)	None	None	None	24.624344	0.334982165441
taz_6835	taz	3819	7860	300	46.72064	(24.62255, 46.720640000000003)	None	None	None	24.62255	0.286596253596
