id	layer	num1	num2	num3	lon	pos	Station	st_x	st_y	lat	proximity_to_metro
streets_12353	streets	None	None	None	None	(24.650801376598501, 46.685773342958605)	None	46.685773343	24.6508013766	None	None
taz_12983	taz	1052	506	900	46.802165	(24.759114, 46.802165000000002)	None	None	None	24.759114	1.17487120999
taz_12982	taz	1053	1620	900	46.799364	(24.766356999999999, 46.799364000000004)	None	None	None	24.766357	1.23292557657
taz_12981	taz	1050	2707	902	46.799075	(24.784368000000001, 46.799075000000002)	None	None	None	24.784368	0.200517447269
streets_12352	streets	None	None	None	None	(24.626095854073601, 46.747658815812798)	None	46.7476588158	24.6260958541	None	None
taz_12987	taz	1056	6768	899	46.795487	(24.774643999999999, 46.795487000000001)	None	None	None	24.774644	1.26208873467
taz_12986	taz	1057	7315	899	46.803845	(24.777963, 46.803845000000003)	None	None	None	24.777963	1.05870466114
taz_12984	taz	1055	5142	899	46.796427	(24.773385000000001, 46.796427000000001)	None	None	None	24.773385	1.38573948089
taz_12989	taz	1058	1187	895	46.791788	(24.748352000000001, 46.791788000000004)	None	None	None	24.748352	1.14782463092
taz_12988	taz	1059	9712	895	46.790207	(24.750471999999998, 46.790207000000002)	None	None	None	24.750472	0.907171848268
streets_2158	streets	None	None	None	None	(25.029099636216603, 46.502120670564395)	None	46.5021206706	25.0290996362	None	None
streets_2153	streets	None	None	None	None	(24.598899028680201, 46.737690937023004)	None	46.737690937	24.5988990287	None	None
streets_2152	streets	None	None	None	None	(24.719509590926105, 46.698562584347599)	None	46.6985625843	24.7195095909	None	None
streets_2151	streets	None	None	None	None	(24.716665064415498, 46.673096618646795)	None	46.6730966186	24.7166650644	None	None
streets_2150	streets	None	None	None	None	(24.716720562724401, 46.672775493845798)	None	46.6727754938	24.7167205627	None	None
streets_2157	streets	None	None	None	None	(24.642239197222398, 46.747285779549998)	None	46.7472857795	24.6422391972	None	None
streets_2156	streets	None	None	None	None	(24.642442443802601, 46.751931485445297)	None	46.7519314854	24.6424424438	None	None
streets_2155	streets	None	None	None	None	(24.841194215134898, 46.636152521381291)	None	46.6361525214	24.8411942151	None	None
streets_2154	streets	None	None	None	None	(24.894007714511499, 46.573500024547997)	None	46.5735000245	24.8940077145	None	None
streets_11459	streets	None	None	None	None	(24.572759544830799, 46.620096754533996)	None	46.6200967545	24.5727595448	None	None
streets_11458	streets	None	None	None	None	(24.7300426604771, 46.593841549563209)	None	46.5938415496	24.7300426605	None	None
streets_11457	streets	None	None	None	None	(24.736989925226602, 46.662890359230097)	None	46.6628903592	24.7369899252	None	None
taz_10721	taz	2062	8350	298	46.714653	(24.619054000000002, 46.714653000000006)	None	None	None	24.619054	0.436981289982
taz_10720	taz	2061	5567	1339	46.715444	(24.623566, 46.715443999999998)	None	None	None	24.623566	0.354358118343
taz_10723	taz	2060	7493	1339	46.713306	(24.622588, 46.713306000000003)	None	None	None	24.622588	0.498960853477
taz_10722	taz	2059	8350	1339	46.714653	(24.619054000000002, 46.714653000000006)	None	None	None	24.619054	0.436981289982
taz_10725	taz	2054	5072	1337	46.71115	(24.621613, 46.711150000000004)	None	None	None	24.621613	0.553199784701
taz_10724	taz	2053	7493	1337	46.713306	(24.622588, 46.713306000000003)	None	None	None	24.622588	0.498960853477
taz_5580	taz	769	7066	146	46.820992	(24.755566000000002, 46.820991999999997)	None	None	None	24.755566	2.30258600545
taz_5589	taz	1730	7088	825	46.706134	(24.710008999999999, 46.706134000000006)	None	None	None	24.710009	0.327655771907
taz_9742	taz	1839	6602	818	46.747136	(24.706160000000001, 46.747135999999998)	None	None	None	24.70616	2.89515580018
streets_6278	streets	None	None	None	None	(24.917730203484002, 46.785419405336107)	None	46.7854194053	24.9177302035	None	None
streets_6279	streets	None	None	None	None	(24.577889467097997, 46.827640797627495)	None	46.8276407976	24.5778894671	None	None
streets_6272	streets	None	None	None	None	(24.724566643837299, 46.658557932951098)	None	46.658557933	24.7245666438	None	None
streets_6273	streets	None	None	None	None	(24.870266892381199, 46.595518385855208)	None	46.5955183859	24.8702668924	None	None
streets_6270	streets	None	None	None	None	(24.708339704076298, 46.817875701227798)	None	46.8178757012	24.7083397041	None	None
streets_6271	streets	None	None	None	None	(24.5700595382053, 46.767477077744296)	None	46.7674770777	24.5700595382	None	None
streets_6276	streets	None	None	None	None	(24.745443966935099, 46.8229386747579)	None	46.8229386748	24.7454439669	None	None
streets_6277	streets	None	None	None	None	(24.745412959162103, 46.822890026550397)	None	46.8228900266	24.7454129592	None	None
streets_6274	streets	None	None	None	None	(24.810845098414504, 46.682592836759206)	None	46.6825928368	24.8108450984	None	None
streets_6275	streets	None	None	None	None	(24.900059630170102, 46.637451201437798)	None	46.6374512014	24.9000596302	None	None
taz_9746	taz	81	4722	1368	46.942555	(24.534526, 46.942554999999999)	None	None	None	24.534526	17.280312681
taz_9747	taz	80	6471	663	46.905094	(24.412567000000003, 46.905093999999998)	None	None	None	24.412567	19.4386531298
taz_9749	taz	86	8504	678	46.66241	(24.983073999999998, 46.662409999999994)	None	None	None	24.983074	4.61883618261
streets_10193	streets	None	None	None	None	(24.6601662225737, 46.721840172288502)	None	46.7218401723	24.6601662226	None	None
streets_9413	streets	None	None	None	None	(24.500097748856302, 46.636483213446702)	None	46.6364832134	24.5000977489	None	None
taz_1320	taz	3295	5194	704	46.657962	(24.754348999999998, 46.657961999999998)	None	None	None	24.754349	0.222564834425
streets_9412	streets	None	None	None	None	(24.505153589809499, 46.633200933519795)	None	46.6332009335	24.5051535898	None	None
streets_9411	streets	None	None	None	None	(24.494784488986301, 46.775677653178995)	None	46.7756776532	24.494784489	None	None
streets_9410	streets	None	None	None	None	(24.504403714204397, 46.787812308437793)	None	46.7878123084	24.5044037142	None	None
streets_10191	streets	None	None	None	None	(24.5955580790555, 46.668891813660501)	None	46.6688918137	24.5955580791	None	None
streets_9417	streets	None	None	None	None	(24.715214392539398, 46.630602144782003)	None	46.6306021448	24.7152143925	None	None
streets_9416	streets	None	None	None	None	(24.7149314066755, 46.630470576074103)	None	46.6304705761	24.7149314067	None	None
streets_9415	streets	None	None	None	None	(24.783101381353397, 46.784744364150292)	None	46.7847443642	24.7831013814	None	None
streets_14471	streets	None	None	None	None	(24.644998940621601, 46.724882839059298)	None	46.7248828391	24.6449989406	None	None
streets_9414	streets	None	None	None	None	(24.887606907214103, 46.581113721207998)	None	46.5811137212	24.8876069072	None	None
metro_15009	metro	None	None	None	46.726158	(24.786828, 46.726157999999998)	6-5	None	None	24.786828	None
streets_9419	streets	None	None	None	None	(24.717232265005102, 46.699540512635792)	None	46.6995405126	24.717232265	None	None
streets_9418	streets	None	None	None	None	(24.6541005473733, 46.559165976311505)	None	46.5591659763	24.6541005474	None	None
taz_12610	taz	3904	7196	244	46.732427	(24.648826, 46.732427000000001)	None	None	None	24.648826	1.01785994023
taz_9673	taz	930	8466	390	46.742158	(24.583137000000001, 46.742158000000003)	None	None	None	24.583137	0.248480033621
taz_9674	taz	931	8015	390	46.737086	(24.586494000000002, 46.737085999999998)	None	None	None	24.586494	0.449126432337
taz_9675	taz	938	7468	1080	46.643309	(24.607326999999998, 46.643309000000002)	None	None	None	24.607327	0.717273766339
taz_9676	taz	939	3466	1080	46.639475	(24.612535999999999, 46.639474999999997)	None	None	None	24.612536	1.3888336983
taz_9677	taz	936	5679	1461	46.742288	(24.613813, 46.742288000000002)	None	None	None	24.613813	2.06801793526
taz_9678	taz	937	3344	1461	46.744622	(24.616433999999998, 46.744622)	None	None	None	24.616434	2.38440498214
taz_9679	taz	934	6360	1436	46.750802	(24.567829999999997, 46.750802)	None	None	None	24.56783	1.75669612682
metro_15008	metro	None	None	None	46.714352	(24.811297, 46.714352000000005)	6-4	None	None	24.811297	None
streets_4124	streets	None	None	None	None	(24.657481096066398, 46.7118791064795)	None	46.7118791065	24.6574810961	None	None
streets_4125	streets	None	None	None	None	(24.548316899661497, 46.874270580959603)	None	46.874270581	24.5483168997	None	None
streets_4126	streets	None	None	None	None	(24.639193295094, 46.586332141072702)	None	46.5863321411	24.6391932951	None	None
streets_4127	streets	None	None	None	None	(24.7668646998338, 46.695082132472002)	None	46.6950821325	24.7668646998	None	None
streets_4120	streets	None	None	None	None	(24.561006969162001, 46.675507563889596)	None	46.6755075639	24.5610069692	None	None
streets_4121	streets	None	None	None	None	(24.657822458576199, 46.745187775003004)	None	46.745187775	24.6578224586	None	None
streets_4122	streets	None	None	None	None	(24.788570298659302, 46.820545309376108)	None	46.8205453094	24.7885702987	None	None
streets_4123	streets	None	None	None	None	(24.656700473003202, 46.69031330797521)	None	46.690313308	24.656700473	None	None
streets_4128	streets	None	None	None	None	(24.646005366148501, 46.6941480314429)	None	46.6941480314	24.6460053661	None	None
streets_4129	streets	None	None	None	None	(24.680716481522797, 46.824983368016902)	None	46.824983368	24.6807164815	None	None
taz_12980	taz	1051	1517	902	46.810327	(24.783951999999999, 46.810327000000001)	None	None	None	24.783952	1.1636782786
taz_13560	taz	240	7921	517	46.801775	(24.442119000000002, 46.801774999999999)	None	None	None	24.442119	11.1482998534
taz_7513	taz	329	7259	610	46.591492	(25.025091, 46.591491999999995)	None	None	None	25.025091	13.1763652478
taz_7512	taz	328	6180	610	46.588688	(25.008941, 46.588687999999998)	None	None	None	25.008941	12.5378455804
taz_7510	taz	2298	2285	339	46.723633	(24.600589000000003, 46.723633)	None	None	None	24.600589	0.287192971772
taz_7517	taz	325	5362	6	46.558971	(24.687269000000001, 46.558971)	None	None	None	24.687269	7.091026658
taz_7516	taz	324	142	6	46.581757	(24.691338000000002, 46.581757000000003)	None	None	None	24.691338	4.76975663482
taz_7515	taz	327	9057	6	46.572685	(24.706896, 46.572685)	None	None	None	24.706896	5.33444494327
taz_7514	taz	326	4416	6	46.563285	(24.696268, 46.563285)	None	None	None	24.696268	6.41061812106
taz_7519	taz	323	2576	515	46.808358	(24.474784, 46.808357999999998)	None	None	None	24.474784	8.01097793004
taz_7518	taz	322	4338	515	46.800782	(24.468067000000001, 46.800781999999998)	None	None	None	24.468067	8.38175908598
streets_13996	streets	None	None	None	None	(24.537622545915898, 46.697816274050595)	None	46.6978162741	24.5376225459	None	None
streets_13997	streets	None	None	None	None	(24.700995607710901, 46.740345194471203)	None	46.7403451945	24.7009956077	None	None
streets_13994	streets	None	None	None	None	(24.757297290412001, 46.602505585124504)	None	46.6025055851	24.7572972904	None	None
streets_13995	streets	None	None	None	None	(24.756648386365498, 46.705638202699298)	None	46.7056382027	24.7566483864	None	None
streets_13992	streets	None	None	None	None	(24.848295397102898, 46.584855052852497)	None	46.5848550529	24.8482953971	None	None
streets_13993	streets	None	None	None	None	(24.593580767372398, 46.608542356462706)	None	46.6085423565	24.5935807674	None	None
streets_13990	streets	None	None	None	None	(24.7296698100428, 46.719903062672699)	None	46.7199030627	24.72966981	None	None
streets_13991	streets	None	None	None	None	(24.764426862901001, 46.696482220726502)	None	46.6964822207	24.7644268629	None	None
streets_13998	streets	None	None	None	None	(24.775447769650803, 46.690586626343404)	None	46.6905866263	24.7754477697	None	None
streets_13999	streets	None	None	None	None	(24.533823114871996, 46.719373214831293)	None	46.7193732148	24.5338231149	None	None
taz_10912	taz	1566	4487	147	46.829618	(24.760933999999999, 46.829617999999996)	None	None	None	24.760934	3.32654893256
taz_10913	taz	1565	10567	152	46.534164	(24.582711, 46.534164000000004)	None	None	None	24.582711	1.30295513665
taz_10911	taz	1571	8027	908	46.821375	(24.769148999999999, 46.821375000000003)	None	None	None	24.769149	2.7757852149
taz_10916	taz	3729	86	1484	46.726612	(24.598193999999999, 46.726612000000003)	None	None	None	24.598194	0.15564580101
taz_10917	taz	3730	4240	1484	46.723683	(24.600116, 46.723683000000001)	None	None	None	24.600116	0.265693301021
taz_10914	taz	1568	4486	147	46.83249	(24.762725, 46.83249)	None	None	None	24.762725	3.25079143508
taz_10915	taz	1567	3945	147	46.825221	(24.75797, 46.825220999999999)	None	None	None	24.75797	2.78275590201
taz_10918	taz	3731	3262	1484	46.724308	(24.602361999999999, 46.724308000000001)	None	None	None	24.602362	0.366947432285
taz_10919	taz	3732	9970	338	46.721787	(24.590828999999999, 46.721786999999999)	None	None	None	24.590829	1.06642791802
metro_15002	metro	None	None	None	46.806839	(24.739297000000001, 46.806839000000004)	P8	None	None	24.739297	None
streets_11598	streets	None	None	None	None	(24.661321409307799, 46.679816127227497)	None	46.6798161272	24.6613214093	None	None
streets_11599	streets	None	None	None	None	(24.9108281216653, 46.528640532873403)	None	46.5286405329	24.9108281217	None	None
streets_11594	streets	None	None	None	None	(24.6476307036449, 46.768210111750399)	None	46.7682101118	24.6476307036	None	None
streets_11595	streets	None	None	None	None	(24.598223354051104, 46.800740966586396)	None	46.8007409666	24.5982233541	None	None
streets_11596	streets	None	None	None	None	(24.849415582886699, 46.711948053991101)	None	46.711948054	24.8494155829	None	None
streets_11597	streets	None	None	None	None	(24.6641658037748, 46.811860303334896)	None	46.8118603033	24.6641658038	None	None
streets_11590	streets	None	None	None	None	(24.764616425583, 46.813782979960394)	None	46.81378298	24.7646164256	None	None
streets_11591	streets	None	None	None	None	(24.841013708383397, 46.754139910090103)	None	46.7541399101	24.8410137084	None	None
streets_11592	streets	None	None	None	None	(24.839417443747898, 46.754948507007704)	None	46.754948507	24.8394174437	None	None
streets_11593	streets	None	None	None	None	(24.6897631740101, 46.795401850463001)	None	46.7954018505	24.689763174	None	None
taz_8235	taz	4203	6628	43	46.693165	(24.667079000000001, 46.693165)	None	None	None	24.667079	0.566692592559
taz_4963	taz	1662	4302	36	46.672074	(24.687391000000002, 46.672074000000002)	None	None	None	24.687391	1.58141833504
taz_4962	taz	1661	575	36	46.667937	(24.685642999999999, 46.667937000000002)	None	None	None	24.685643	2.03101278268
taz_4964	taz	1659	9934	38	46.673102	(24.679872, 46.673102)	None	None	None	24.679872	1.80243305192
streets_5831	streets	None	None	None	None	(24.741290479367901, 46.686279140989399)	None	46.686279141	24.7412904794	None	None
streets_5830	streets	None	None	None	None	(24.909528397444401, 46.954394314708502)	None	46.9543943147	24.9095283974	None	None
streets_5833	streets	None	None	None	None	(24.6484480722401, 46.725857003296497)	None	46.7258570033	24.6484480722	None	None
streets_5296	streets	None	None	None	None	(25.003435801403398, 46.589298291260697)	None	46.5892982913	25.0034358014	None	None
streets_5835	streets	None	None	None	None	(24.939587400786301, 46.817012505404996)	None	46.8170125054	24.9395874008	None	None
streets_5290	streets	None	None	None	None	(25.000881471366601, 46.584564935213102)	None	46.5845649352	25.0008814714	None	None
streets_5837	streets	None	None	None	None	(24.829195109279699, 46.847459137676204)	None	46.8474591377	24.8291951093	None	None
streets_5836	streets	None	None	None	None	(24.939551292327103, 46.988437965624598)	None	46.9884379656	24.9395512923	None	None
streets_5839	streets	None	None	None	None	(24.787499158386503, 46.684967901106205)	None	46.6849679011	24.7874991584	None	None
streets_5838	streets	None	None	None	None	(24.7751726948113, 46.670044289650498)	None	46.6700442897	24.7751726948	None	None
streets_5299	streets	None	None	None	None	(24.8639334767904, 46.624371900363997)	None	46.6243719004	24.8639334768	None	None
streets_5298	streets	None	None	None	None	(24.835237784093199, 46.613280805638603)	None	46.6132808056	24.8352377841	None	None
streets_8809	streets	None	None	None	None	(24.711128436717001, 46.663319453754603)	None	46.6633194538	24.7111284367	None	None
streets_8808	streets	None	None	None	None	(24.791924143383397, 46.859295560809095)	None	46.8592955608	24.7919241434	None	None
taz_9290	taz	3766	8767	326	46.749506	(24.626925, 46.749505999999997)	None	None	None	24.626925	1.64153218611
metro_15000	metro	None	None	None	46.710442	(24.868038000000002, 46.710442)	P4	None	None	24.868038	None
taz_9291	taz	3765	5398	326	46.749372	(24.625889000000001, 46.749371999999994)	None	None	None	24.625889	1.74352965815
taz_10588	taz	1333	818	2	46.574523	(24.754851000000002, 46.574522999999999)	None	None	None	24.754851	6.41000994636
taz_5233	taz	1225	895	29	46.65498	(24.699024999999999, 46.654980000000002)	None	None	None	24.699025	2.52009956825
streets_9572	streets	None	None	None	None	(24.595693845943398, 46.727290431683706)	None	46.7272904317	24.5956938459	None	None
streets_5743	streets	None	None	None	None	(24.932747305532605, 46.813960363871502)	None	46.8139603639	24.9327473055	None	None
streets_5742	streets	None	None	None	None	(24.989307813937302, 46.513021732618796)	None	46.5130217326	24.9893078139	None	None
streets_5741	streets	None	None	None	None	(24.711510735590601, 46.622434541238796)	None	46.6224345412	24.7115107356	None	None
streets_5740	streets	None	None	None	None	(24.694740885351401, 46.830841555514404)	None	46.8308415555	24.6947408854	None	None
streets_5747	streets	None	None	None	None	(24.571234278440901, 46.880903200534199)	None	46.8809032005	24.5712342784	None	None
streets_5746	streets	None	None	None	None	(24.685149115507397, 46.667241707394702)	None	46.6672417074	24.6851491155	None	None
streets_5745	streets	None	None	None	None	(24.822570604767105, 46.689057971267502)	None	46.6890579713	24.8225706048	None	None
streets_5744	streets	None	None	None	None	(24.613810878932, 46.767857645356294)	None	46.7678576454	24.6138108789	None	None
streets_5749	streets	None	None	None	None	(24.869637587326398, 46.549173570543701)	None	46.5491735705	24.8696375873	None	None
streets_5748	streets	None	None	None	None	(24.576974228590199, 46.885226212158095)	None	46.8852262122	24.5769742286	None	None
streets_14779	streets	None	None	None	None	(24.797706578776001, 46.701692921511494)	None	46.7016929215	24.7977065788	None	None
streets_11106	streets	None	None	None	None	(24.521765655439001, 46.646661011903106)	None	46.6466610119	24.5217656554	None	None
streets_14777	streets	None	None	None	None	(24.644377303026801, 46.737308469390001)	None	46.7373084694	24.644377303	None	None
streets_14776	streets	None	None	None	None	(24.8306132579322, 46.685050009502795)	None	46.6850500095	24.8306132579	None	None
streets_14775	streets	None	None	None	None	(24.801383038833499, 46.818757329751605)	None	46.8187573298	24.8013830388	None	None
streets_14774	streets	None	None	None	None	(24.937447654055902, 46.6257355305884)	None	46.6257355306	24.9374476541	None	None
streets_14773	streets	None	None	None	None	(24.663900851838399, 46.686718146891003)	None	46.6867181469	24.6639008518	None	None
streets_14772	streets	None	None	None	None	(24.601528505918001, 46.845064290125897)	None	46.8450642901	24.6015285059	None	None
streets_14771	streets	None	None	None	None	(24.59601590934, 46.851709521969298)	None	46.851709522	24.5960159093	None	None
streets_14770	streets	None	None	None	None	(24.600449043037802, 46.7404860402427)	None	46.7404860402	24.600449043	None	None
streets_10649	streets	None	None	None	None	(24.662025801884603, 46.740480362672798)	None	46.7404803627	24.6620258019	None	None
streets_10648	streets	None	None	None	None	(24.683858490981603, 46.671457740222998)	None	46.6714577402	24.683858491	None	None
streets_10647	streets	None	None	None	None	(24.776266568094396, 46.641137501316898)	None	46.6411375013	24.7762665681	None	None
streets_10646	streets	None	None	None	None	(24.844840679073101, 46.717369059221404)	None	46.7173690592	24.8448406791	None	None
streets_10645	streets	None	None	None	None	(24.722647574518501, 46.628109706449202)	None	46.6281097064	24.7226475745	None	None
streets_10644	streets	None	None	None	None	(24.585033076187703, 46.631340467621605)	None	46.6313404676	24.5850330762	None	None
streets_10643	streets	None	None	None	None	(24.682758961177804, 46.668842281803705)	None	46.6688422818	24.6827589612	None	None
streets_10642	streets	None	None	None	None	(24.6061799384305, 46.770683410252602)	None	46.7706834103	24.6061799384	None	None
streets_10641	streets	None	None	None	None	(24.714132640700498, 46.666793589683294)	None	46.6667935897	24.7141326407	None	None
streets_10640	streets	None	None	None	None	(24.727948368001599, 46.776553201800901)	None	46.7765532018	24.727948368	None	None
streets_3291	streets	None	None	None	None	(24.574572106760201, 46.656217584906905)	None	46.6562175849	24.5745721068	None	None
streets_3290	streets	None	None	None	None	(24.605210037636301, 46.718047880561706)	None	46.7180478806	24.6052100376	None	None
streets_3297	streets	None	None	None	None	(24.641803589592101, 46.738132285758198)	None	46.7381322858	24.6418035896	None	None
taz_14343	taz	1707	4035	714	46.680694	(24.764472000000001, 46.680694000000003)	None	None	None	24.764472	2.72656478524
taz_14342	taz	1706	7935	715	46.676481	(24.771637999999999, 46.676481000000003)	None	None	None	24.771638	2.09999751059
taz_14341	taz	1705	3323	715	46.672902	(24.768215999999999, 46.672902000000001)	None	None	None	24.768216	2.23780866522
taz_14340	taz	1712	7152	713	46.671361	(24.770329999999998, 46.671360999999997)	None	None	None	24.77033	1.96057076682
taz_14346	taz	1704	4998	715	46.678581	(24.767424999999999, 46.678581000000001)	None	None	None	24.767425	2.60166615942
taz_14345	taz	1703	5320	717	46.678625	(24.756899000000001, 46.678624999999997)	None	None	None	24.756899	2.16521191485
taz_14344	taz	1708	10542	714	46.674838	(24.764392999999998, 46.674838000000001)	None	None	None	24.764393	2.18747757831
taz_14349	taz	4046	5727	186	46.703014	(24.654982, 46.703014000000003)	None	None	None	24.654982	0.413877676719
streets_10276	streets	None	None	None	None	(24.780103177395201, 46.731571118982899)	None	46.731571119	24.7801031774	None	None
streets_2218	streets	None	None	None	None	(24.8338719868925, 46.780113104958602)	None	46.780113105	24.8338719869	None	None
streets_2219	streets	None	None	None	None	(24.629391116465897, 46.728150332925793)	None	46.7281503329	24.6293911165	None	None
streets_9868	streets	None	None	None	None	(24.612430013801397, 46.831774349315204)	None	46.8317743493	24.6124300138	None	None
streets_9869	streets	None	None	None	None	(24.612900181658802, 46.830791144980005)	None	46.830791145	24.6129001817	None	None
streets_2214	streets	None	None	None	None	(24.680429854594497, 46.586771418883103)	None	46.5867714189	24.6804298546	None	None
streets_9867	streets	None	None	None	None	(24.827354122106598, 46.6862958780223)	None	46.686295878	24.8273541221	None	None
streets_2216	streets	None	None	None	None	(24.827661751068696, 46.606631612146899)	None	46.6066316121	24.8276617511	None	None
streets_2217	streets	None	None	None	None	(24.581744882771201, 46.756111109721004)	None	46.7561111097	24.5817448828	None	None
streets_2210	streets	None	None	None	None	(24.687472845027102, 46.698760527631599)	None	46.6987605276	24.687472845	None	None
streets_2211	streets	None	None	None	None	(24.693544316958398, 46.729044122346004)	None	46.7290441223	24.693544317	None	None
streets_2212	streets	None	None	None	None	(24.667331443882297, 46.7471800529826)	None	46.747180053	24.6673314439	None	None
streets_9861	streets	None	None	None	None	(24.608361917008899, 46.712038241955796)	None	46.712038242	24.608361917	None	None
streets_3749	streets	None	None	None	None	(24.655091439159303, 46.694990711592595)	None	46.6949907116	24.6550914392	None	None
streets_3748	streets	None	None	None	None	(24.8457210672989, 46.554043068829699)	None	46.5540430688	24.8457210673	None	None
streets_10275	streets	None	None	None	None	(24.764961376153302, 46.725956546907994)	None	46.7259565469	24.7649613762	None	None
streets_6518	streets	None	None	None	None	(24.638828429807702, 46.762764939048793)	None	46.762764939	24.6388284298	None	None
streets_6517	streets	None	None	None	None	(24.615977095756396, 46.826113322145297)	None	46.8261133221	24.6159770958	None	None
streets_6516	streets	None	None	None	None	(24.767179678220302, 46.839387626201201)	None	46.8393876262	24.7671796782	None	None
streets_6515	streets	None	None	None	None	(24.763978121755699, 46.834500402406903)	None	46.8345004024	24.7639781218	None	None
streets_6514	streets	None	None	None	None	(24.603342979580102, 46.787077183197496)	None	46.7870771832	24.6033429796	None	None
streets_3745	streets	None	None	None	None	(24.835189000767198, 46.814368601436996)	None	46.8143686014	24.8351890008	None	None
streets_3744	streets	None	None	None	None	(24.7140547345793, 46.709218540226097)	None	46.7092185402	24.7140547346	None	None
streets_3747	streets	None	None	None	None	(24.682042792602896, 46.686874495055896)	None	46.6868744951	24.6820427926	None	None
streets_3746	streets	None	None	None	None	(24.629852470568999, 46.765767039413603)	None	46.7657670394	24.6298524706	None	None
streets_10270	streets	None	None	None	None	(24.6606535291052, 46.718313524999893)	None	46.718313525	24.6606535291	None	None
streets_10271	streets	None	None	None	None	(24.623566225917202, 46.715444243401897)	None	46.7154442434	24.6235662259	None	None
taz_951	taz	4113	697	97	46.688762	(24.707370000000001, 46.688761999999997)	None	None	None	24.70737	1.02531822272
taz_950	taz	4114	6890	97	46.69279	(24.707713000000002, 46.692790000000002)	None	None	None	24.707713	1.43457008225
streets_13208	streets	None	None	None	None	(24.739666401350497, 46.806106437649902)	None	46.8061064376	24.7396664014	None	None
streets_13209	streets	None	None	None	None	(24.740894881074599, 46.808115606274605)	None	46.8081156063	24.7408948811	None	None
taz_3517	taz	2975	8847	1122	46.722989	(24.681847000000001, 46.722988999999998)	None	None	None	24.681847	0.473106554313
taz_3516	taz	2976	1412	1122	46.724445	(24.682036, 46.724445000000003)	None	None	None	24.682036	0.616977809371
taz_3515	taz	2977	1412	1121	46.724445	(24.682036, 46.724445000000003)	None	None	None	24.682036	0.616977809371
taz_3514	taz	2978	9259	1121	46.72364	(24.684158, 46.723640000000003)	None	None	None	24.684158	0.563101856251
taz_3513	taz	2979	9072	1121	46.724242	(24.684158, 46.724241999999997)	None	None	None	24.684158	0.62113201621
taz_3512	taz	2980	6558	1120	46.724237	(24.685182000000001, 46.724237000000002)	None	None	None	24.685182	0.662723715753
taz_11731	taz	2283	6488	1352	46.721089	(24.61478, 46.721088999999999)	None	None	None	24.61478	0.148745559082
taz_11730	taz	2284	824	1352	46.720085	(24.615823000000002, 46.720084999999997)	None	None	None	24.615823	0.00948414590163
taz_11733	taz	2287	4089	1351	46.717395	(24.613705, 46.717395000000003)	None	None	None	24.613705	0.351800255399
taz_11732	taz	2288	9570	1351	46.718849	(24.614523999999999, 46.718848999999999)	None	None	None	24.614524	0.182299782146
taz_11735	taz	2285	1476	1352	46.721732	(24.617594, 46.721732000000003)	None	None	None	24.617594	0.266041165626
taz_11734	taz	2286	3118	1351	46.717851	(24.613482999999999, 46.717851000000003)	None	None	None	24.613483	0.33561833732
taz_11737	taz	2291	7460	1355	46.724544	(24.621952, 46.724544000000002)	None	None	None	24.621952	0.657434638229
taz_11736	taz	2292	1658	1354	46.723767	(24.616471000000001, 46.723766999999995)	None	None	None	24.616471	0.3838588395
taz_11739	taz	2289	1539	1355	46.724103	(24.618421999999999, 46.724102999999999)	None	None	None	24.618422	0.505707676344
taz_11738	taz	2290	2874	1355	46.723452	(24.619429999999998, 46.723452000000002)	None	None	None	24.61943	0.533787496374
taz_12424	taz	1128	2585	607	46.720054	(24.804742000000001, 46.720053999999998)	None	None	None	24.804742	0.784456630363
taz_12425	taz	1127	7743	607	46.720807	(24.802658999999998, 46.720807000000001)	None	None	None	24.802659	1.02728285557
taz_12426	taz	1126	6298	608	46.735544	(24.802184, 46.735543999999997)	None	None	None	24.802184	1.94852648285
taz_12427	taz	1125	5099	608	46.733946	(24.802054000000002, 46.733946000000003)	None	None	None	24.802054	1.86185301129
taz_12420	taz	1121	2190	120	46.72552	(24.794336999999999, 46.725520000000003)	None	None	None	24.794337	0.83425495213
taz_12421	taz	1120	7918	122	46.735055	(24.782274999999998, 46.735054999999996)	None	None	None	24.782275	1.03257500154
taz_12422	taz	2127	4812	1303	46.718048	(24.60521, 46.718047999999996)	None	None	None	24.60521	0.605983265204
taz_12423	taz	1129	2586	607	46.727579	(24.807905999999999, 46.727578999999999)	None	None	None	24.807906	1.05598276087
taz_12428	taz	1124	3171	608	46.737209	(24.793989, 46.737209)	None	None	None	24.793989	1.37176593759
taz_12429	taz	1123	2191	120	46.7285	(24.799191, 46.728499999999997)	None	None	None	24.799191	1.38980047203
streets_10492	streets	None	None	None	None	(24.891499879151201, 46.8865314132767)	None	46.8865314133	24.8914998792	None	None
streets_10493	streets	None	None	None	None	(24.615183837789697, 46.725031585226098)	None	46.7250315852	24.6151838378	None	None
streets_8025	streets	None	None	None	None	(24.8241090909696, 46.644393465070202)	None	46.6443934651	24.824109091	None	None
streets_8024	streets	None	None	None	None	(24.798233447480502, 46.679434884986001)	None	46.679434885	24.7982334475	None	None
streets_8027	streets	None	None	None	None	(24.606203441874598, 46.709108478199504)	None	46.7091084782	24.6062034419	None	None
streets_8026	streets	None	None	None	None	(24.819802789251899, 46.879923518162698)	None	46.8799235182	24.8198027893	None	None
