id	layer	num1	num2	num3	intermodality	lon	pos	Station	st_x	st_y	lat
streets_10959	streets	None	None	None	None	None	(24.663492800289397, 46.718735272283496)	None	46.7187352723	24.6634928003	None
streets_10958	streets	None	None	None	None	None	(24.8368770440023, 46.6502352110085)	None	46.650235211	24.836877044	None
streets_6341	streets	None	None	None	None	None	(24.776957399249802, 46.7476319184196)	None	46.7476319184	24.7769573992	None
taz_6848	taz	3837	3964	292	0.397831722838	46.733733	(24.641301000000002, 46.733733)	None	None	None	24.641301
taz_6849	taz	3836	9303	293	0.493047372142	46.719777	(24.632762, 46.719777)	None	None	None	24.632762
taz_3272	taz	152	761	616	0.374499175112	46.782707	(24.886874, 46.782707)	None	None	None	24.886874
streets_5493	streets	None	None	None	None	None	(24.771417877751603, 46.8328119014688)	None	46.8328119015	24.7714178778	None
streets_5492	streets	None	None	None	None	None	(24.9776696454794, 46.525878619904795)	None	46.5258786199	24.9776696455	None
streets_5491	streets	None	None	None	None	None	(24.691713748701, 46.766837395737895)	None	46.7668373957	24.6917137487	None
streets_5490	streets	None	None	None	None	None	(24.635661229411603, 46.7804185135521)	None	46.7804185136	24.6356612294	None
metro_8288	metro	None	None	None	None	46.712294	(24.639529, 46.712294)	1-18	None	None	24.639529
metro_8289	metro	None	None	None	None	46.706244	(24.623809, 46.706244)	3-9	None	None	24.623809
metro_8286	metro	None	None	None	None	46.675402	(24.728877, 46.675402000000005)	P11	None	None	24.728877
metro_8287	metro	None	None	None	None	46.726234	(24.599556, 46.726234000000005)	1-24	None	None	24.599556
metro_8284	metro	None	None	None	None	46.768018	(24.543064, 46.768018)	1-27	None	None	24.543064
metro_8285	metro	None	None	None	None	46.635947	(24.713681, 46.635946999999994)	P12	None	None	24.713681
metro_8283	metro	None	None	None	None	46.869824	(24.72866, 46.869824)	P10	None	None	24.72866
streets_2724	streets	None	None	None	None	None	(24.5893952404488, 46.7143376620568)	None	46.7143376621	24.5893952404	None
streets_2725	streets	None	None	None	None	None	(24.7825025362586, 46.7929248392545)	None	46.7929248393	24.7825025363	None
streets_2726	streets	None	None	None	None	None	(24.702769456686397, 46.6888158627619)	None	46.6888158628	24.7027694567	None
streets_2727	streets	None	None	None	None	None	(24.8135515000521, 46.693390875726394)	None	46.6933908757	24.8135515001	None
streets_2720	streets	None	None	None	None	None	(24.6307483549525, 46.722782608696605)	None	46.7227826087	24.630748355	None
streets_2721	streets	None	None	None	None	None	(24.7324773210527, 46.690973417550204)	None	46.6909734176	24.7324773211	None
streets_2722	streets	None	None	None	None	None	(24.6123883365709, 46.7203337744485)	None	46.7203337744	24.6123883366	None
streets_2723	streets	None	None	None	None	None	(24.588532402386697, 46.714628662516496)	None	46.7146286625	24.5885324024	None
streets_2728	streets	None	None	None	None	None	(24.9231512988515, 46.9177362535748)	None	46.9177362536	24.9231512989	None
streets_2729	streets	None	None	None	None	None	(24.926635055768298, 46.9258676485345)	None	46.9258676485	24.9266350558	None
taz_2369	taz	3588	5703	224	0.358237096394	46.715887	(24.667680999999998, 46.715887)	None	None	None	24.667681
taz_2368	taz	3585	6851	1407	0.0612773980674	46.746346	(24.681482, 46.746346)	None	None	None	24.681482
taz_2363	taz	264	1064	404	0.192788121612	46.893549	(24.546282, 46.893549)	None	None	None	24.546282
taz_2362	taz	265	6044	404	0.192788121612	46.884381	(24.55217, 46.884381)	None	None	None	24.55217
taz_2361	taz	262	9614	414	0.0624558095687	46.477379	(24.609829, 46.477379)	None	None	None	24.609829
taz_2360	taz	263	1716	414	0.0624558095687	46.492589	(24.646749, 46.492589)	None	None	None	24.646749
taz_2367	taz	260	6190	415	0.0426584963469	46.52964	(24.666431, 46.52964)	None	None	None	24.666431
taz_2366	taz	261	1717	414	0.0624558095687	46.500367	(24.618382, 46.500367)	None	None	None	24.618382
taz_1813	taz	531	2725	525	0.44520386519	46.744056	(24.467707, 46.744056)	None	None	None	24.467707
taz_1816	taz	2634	7342	1375	0.288475135517	46.601547	(24.578947, 46.601547)	None	None	None	24.578947
taz_1817	taz	2633	2637	1376	0.457695027103	46.593764	(24.58125, 46.593764)	None	None	None	24.58125
taz_6846	taz	3839	5767	292	0.390054206929	46.734236	(24.642487, 46.734235999999996)	None	None	None	24.642487
taz_6847	taz	3838	7415	292	0.390054206929	46.733024	(24.641881, 46.733024)	None	None	None	24.641881
taz_6844	taz	3840	3820	290	0.449917511195	46.72402	(24.638752, 46.72402)	None	None	None	24.638752
taz_6845	taz	3835	5001	293	0.511901956163	46.718414	(24.632767, 46.718414)	None	None	None	24.632767
taz_6842	taz	2777	2596	357	0.57270798963	46.81796	(24.700332999999997, 46.81796)	None	None	None	24.700333
taz_6843	taz	3841	7251	290	0.465708225312	46.721657	(24.638689000000003, 46.721657)	None	None	None	24.638689
taz_6840	taz	2779	6655	965	0.467593683714	46.812663	(24.698079, 46.812663)	None	None	None	24.698079
taz_6841	taz	2780	7936	965	0.467593683714	46.814712	(24.698957, 46.814712)	None	None	None	24.698957
streets_13736	streets	None	None	None	None	None	(24.637870033075, 46.682712178382594)	None	46.6827121784	24.6378700331	None
streets_13737	streets	None	None	None	None	None	(24.7546098372761, 46.6697983356602)	None	46.6697983357	24.7546098373	None
streets_11390	streets	None	None	None	None	None	(24.649639136096, 46.6943162511919)	None	46.6943162512	24.6496391361	None
streets_11399	streets	None	None	None	None	None	(24.6336760303857, 46.87845594588389)	None	46.8784559459	24.6336760304	None
streets_10041	streets	None	None	None	None	None	(24.8066621802508, 46.8558921664464)	None	46.8558921664	24.8066621803	None
streets_10045	streets	None	None	None	None	None	(24.642357248343803, 46.7049652996241)	None	46.7049652996	24.6423572483	None
streets_10047	streets	None	None	None	None	None	(24.685282685563504, 46.704592720557606)	None	46.7045927206	24.6852826856	None
streets_10046	streets	None	None	None	None	None	(24.660446720805602, 46.7318030217562)	None	46.7318030218	24.6604467208	None
streets_10049	streets	None	None	None	None	None	(24.763342466991897, 46.5668576431263)	None	46.5668576431	24.763342467	None
streets_10048	streets	None	None	None	None	None	(24.782581040044498, 46.85283031575371)	None	46.8528303158	24.78258104	None
streets_3231	streets	None	None	None	None	None	(24.631470152514602, 46.7131469247514)	None	46.7131469248	24.6314701525	None
streets_3230	streets	None	None	None	None	None	(24.865350925627197, 46.6338978937969)	None	46.6338978938	24.8653509256	None
streets_3233	streets	None	None	None	None	None	(24.6521455506187, 46.8449578059912)	None	46.844957806	24.6521455506	None
streets_3232	streets	None	None	None	None	None	(24.6343570928365, 46.7178999251688)	None	46.7178999252	24.6343570928	None
streets_3235	streets	None	None	None	None	None	(24.699519913993896, 46.7945348866159)	None	46.7945348866	24.699519914	None
streets_3234	streets	None	None	None	None	None	(24.6350993382306, 46.7638823596421)	None	46.7638823596	24.6350993382	None
streets_3237	streets	None	None	None	None	None	(24.591115785626197, 46.780031018716)	None	46.7800310187	24.5911157856	None
streets_3236	streets	None	None	None	None	None	(24.6354830043721, 46.744208651153095)	None	46.7442086512	24.6354830044	None
streets_3239	streets	None	None	None	None	None	(24.604095998656696, 46.7892406988692)	None	46.7892406989	24.6040959987	None
streets_3238	streets	None	None	None	None	None	(24.5490580381239, 46.682095859247)	None	46.6820958592	24.5490580381	None
streets_1603	streets	None	None	None	None	None	(24.7701370925416, 46.6121415789666)	None	46.612141579	24.7701370925	None
streets_6609	streets	None	None	None	None	None	(24.6905927839883, 46.7730819550591)	None	46.7730819551	24.690592784	None
streets_6608	streets	None	None	None	None	None	(24.7449519337959, 46.6942626650899)	None	46.6942626651	24.7449519338	None
streets_8515	streets	None	None	None	None	None	(24.6797706442829, 46.6744937209857)	None	46.674493721	24.6797706443	None
streets_8514	streets	None	None	None	None	None	(24.940963752393, 46.8157541092599)	None	46.8157541093	24.9409637524	None
taz_13006	taz	2353	1128	1344	0.683007306151	46.719323	(24.621392999999998, 46.719322999999996)	None	None	None	24.621393
streets_8511	streets	None	None	None	None	None	(24.818099529889604, 46.6571443295908)	None	46.6571443296	24.8180995299	None
streets_8512	streets	None	None	None	None	None	(24.551144860641898, 46.9122015677781)	None	46.9122015678	24.5511448606	None
streets_14572	streets	None	None	None	None	None	(24.647042801307396, 46.7667626188807)	None	46.7667626189	24.6470428013	None
taz_8865	taz	2923	606	1140	0.143530520858	46.729868	(24.667042000000002, 46.729867999999996)	None	None	None	24.667042
streets_6869	streets	None	None	None	None	None	(24.688805015407098, 46.798324296472394)	None	46.7983242965	24.6888050154	None
taz_14547	taz	1560	8739	155	0.379919868018	46.53575	(24.572932, 46.53575)	None	None	None	24.572932
taz_12265	taz	78	8395	673	0.391468300731	46.478262	(24.514232, 46.478262)	None	None	None	24.514232
taz_12260	taz	73	3768	688	0.552674994108	46.902145	(24.448255, 46.902145000000004)	None	None	None	24.448255
taz_12261	taz	72	2325	660	0.142587791657	46.878082	(24.699202, 46.878082)	None	None	None	24.699202
streets_1493	streets	None	None	None	None	None	(24.9417222592088, 46.914186838669394)	None	46.9141868387	24.9417222592	None
streets_1492	streets	None	None	None	None	None	(24.94611980493, 46.92392409130429)	None	46.9239240913	24.9461198049	None
streets_1491	streets	None	None	None	None	None	(24.7220326482038, 46.6494720896589)	None	46.6494720897	24.7220326482	None
streets_1490	streets	None	None	None	None	None	(24.8146240801191, 46.718288141569396)	None	46.7182881416	24.8146240801	None
streets_1497	streets	None	None	None	None	None	(24.7883470339847, 46.8203442554325)	None	46.8203442554	24.788347034	None
streets_1496	streets	None	None	None	None	None	(24.6916041865084, 46.734429814123004)	None	46.7344298141	24.6916041865	None
streets_1495	streets	None	None	None	None	None	(24.764351849299103, 46.581213826829206)	None	46.5812138268	24.7643518493	None
streets_1494	streets	None	None	None	None	None	(24.6655893204345, 46.694335240773704)	None	46.6943352408	24.6655893204	None
streets_1498	streets	None	None	None	None	None	(24.9156247834941, 46.94815972376799)	None	46.9481597238	24.9156247835	None
streets_327	streets	None	None	None	None	None	(24.8306132579322, 46.685050009502795)	None	46.6850500095	24.8306132579	None
streets_326	streets	None	None	None	None	None	(24.6443773030268, 46.73730846939)	None	46.7373084694	24.644377303	None
streets_324	streets	None	None	None	None	None	(24.797706578776, 46.701692921511494)	None	46.7016929215	24.7977065788	None
streets_323	streets	None	None	None	None	None	(24.812789370648797, 46.68612771966271)	None	46.6861277197	24.8127893706	None
streets_322	streets	None	None	None	None	None	(24.495305701901497, 46.626222075721294)	None	46.6262220757	24.4953057019	None
streets_321	streets	None	None	None	None	None	(24.7001992609327, 46.733677267108895)	None	46.7336772671	24.7001992609	None
streets_320	streets	None	None	None	None	None	(24.6041921708254, 46.7891254146741)	None	46.7891254147	24.6041921708	None
streets_329	streets	None	None	None	None	None	(24.9374476540559, 46.6257355305884)	None	46.6257355306	24.9374476541	None
streets_328	streets	None	None	None	None	None	(24.8013830388335, 46.818757329751605)	None	46.8187573298	24.8013830388	None
streets_7269	streets	None	None	None	None	None	(24.810136908659896, 46.842293814449604)	None	46.8422938144	24.8101369087	None
streets_7264	streets	None	None	None	None	None	(24.8195864558022, 46.7769028243721)	None	46.7769028244	24.8195864558	None
streets_7262	streets	None	None	None	None	None	(24.6451778096206, 46.725818221972894)	None	46.725818222	24.6451778096	None
streets_7260	streets	None	None	None	None	None	(24.732839505395305, 46.6595728173244)	None	46.6595728173	24.7328395054	None
streets_7261	streets	None	None	None	None	None	(24.781411924875, 46.8341324074661)	None	46.8341324075	24.7814119249	None
streets_1149	streets	None	None	None	None	None	(24.8954762202964, 46.696354215928004)	None	46.6963542159	24.8954762203	None
streets_1141	streets	None	None	None	None	None	(24.703422331206102, 46.7189814839202)	None	46.7189814839	24.7034223312	None
streets_1140	streets	None	None	None	None	None	(24.730880098724104, 46.691294728804294)	None	46.6912947288	24.7308800987	None
streets_1143	streets	None	None	None	None	None	(24.722250727610604, 46.6495515743054)	None	46.6495515743	24.7222507276	None
streets_1142	streets	None	None	None	None	None	(24.7260513215208, 46.862748426017106)	None	46.862748426	24.7260513215	None
streets_1145	streets	None	None	None	None	None	(24.803643285036202, 46.6915172046945)	None	46.6915172047	24.803643285	None
streets_1144	streets	None	None	None	None	None	(24.7934761855206, 46.8599065404278)	None	46.8599065404	24.7934761855	None
streets_1147	streets	None	None	None	None	None	(24.718654231532998, 46.634149916575794)	None	46.6341499166	24.7186542315	None
streets_1146	streets	None	None	None	None	None	(24.7872148459547, 46.832848016728704)	None	46.8328480167	24.787214846	None
streets_9394	streets	None	None	None	None	None	(24.7509747185529, 46.7099123372371)	None	46.7099123372	24.7509747186	None
streets_9395	streets	None	None	None	None	None	(24.6673405669293, 46.8199739579924)	None	46.819973958	24.6673405669	None
streets_9396	streets	None	None	None	None	None	(24.6638142349198, 46.8123763915122)	None	46.8123763915	24.6638142349	None
streets_9397	streets	None	None	None	None	None	(24.699084361137, 46.8011223014812)	None	46.8011223015	24.6990843611	None
streets_9392	streets	None	None	None	None	None	(24.542049733392002, 46.8304777153628)	None	46.8304777154	24.5420497334	None
streets_9393	streets	None	None	None	None	None	(24.542020600262397, 46.830646321300705)	None	46.8306463213	24.5420206003	None
streets_9398	streets	None	None	None	None	None	(24.620061212375003, 46.688873324692004)	None	46.6888733247	24.6200612124	None
streets_9399	streets	None	None	None	None	None	(24.7456491140206, 46.695885518688605)	None	46.6958855187	24.745649114	None
streets_4511	streets	None	None	None	None	None	(24.807704172832302, 46.795406300970605)	None	46.795406301	24.8077041728	None
streets_4510	streets	None	None	None	None	None	(24.6441517589711, 46.884362332614295)	None	46.8843623326	24.644151759	None
streets_4513	streets	None	None	None	None	None	(24.7000871052174, 46.751305196579295)	None	46.7513051966	24.7000871052	None
streets_4512	streets	None	None	None	None	None	(24.639071533673395, 46.874213278392894)	None	46.8742132784	24.6390715337	None
streets_4515	streets	None	None	None	None	None	(24.7035210356175, 46.705188068915206)	None	46.7051880689	24.7035210356	None
streets_4514	streets	None	None	None	None	None	(24.819848419902396, 46.6354540306437)	None	46.6354540306	24.8198484199	None
streets_4517	streets	None	None	None	None	None	(24.642932324005297, 46.67489492185929)	None	46.6748949219	24.642932324	None
streets_11809	streets	None	None	None	None	None	(24.8223894466913, 46.7154768885363)	None	46.7154768885	24.8223894467	None
streets_4519	streets	None	None	None	None	None	(24.7181095371638, 46.782250803800494)	None	46.7822508038	24.7181095372	None
streets_4518	streets	None	None	None	None	None	(24.674590063131298, 46.699427696686705)	None	46.6994276967	24.6745900631	None
streets_11804	streets	None	None	None	None	None	(24.753095657810803, 46.6800579630238)	None	46.680057963	24.7530956578	None
streets_11805	streets	None	None	None	None	None	(24.7132683881905, 46.6183262280029)	None	46.618326228	24.7132683882	None
streets_11802	streets	None	None	None	None	None	(24.7015279405056, 46.7190333096168)	None	46.7190333096	24.7015279405	None
streets_11803	streets	None	None	None	None	None	(24.726077387153502, 46.649495764315795)	None	46.6494957643	24.7260773872	None
streets_11800	streets	None	None	None	None	None	(24.702158832439604, 46.78276926659021)	None	46.7827692666	24.7021588324	None
streets_11801	streets	None	None	None	None	None	(24.619619470947104, 46.7076068452359)	None	46.7076068452	24.6196194709	None
streets_13099	streets	None	None	None	None	None	(24.6932943171444, 46.6479347434525)	None	46.6479347435	24.6932943171	None
streets_13098	streets	None	None	None	None	None	(24.778075884646896, 46.711185280879)	None	46.7111852809	24.7780758846	None
streets_13093	streets	None	None	None	None	None	(24.4305569435032, 46.749751538999995)	None	46.749751539	24.4305569435	None
streets_13092	streets	None	None	None	None	None	(24.723970655500697, 46.8588995522505)	None	46.8588995523	24.7239706555	None
streets_13097	streets	None	None	None	None	None	(24.7357666564898, 46.6734238020232)	None	46.673423802	24.7357666565	None
streets_13096	streets	None	None	None	None	None	(24.7110593915277, 46.627009443676)	None	46.6270094437	24.7110593915	None
streets_13095	streets	None	None	None	None	None	(24.612301395593, 46.7271925748406)	None	46.7271925748	24.6123013956	None
streets_13094	streets	None	None	None	None	None	(24.5814867148102, 46.662315594464594)	None	46.6623155945	24.5814867148	None
taz_10926	taz	1777	2249	312	0.485505538534	46.733838	(24.618164, 46.733838)	None	None	None	24.618164
taz_2288	taz	1172	6499	590	0.244873909969	46.671305	(24.795126, 46.671305)	None	None	None	24.795126
taz_2284	taz	1900	7774	1073	0.1814753712	46.704321	(24.667115, 46.704321)	None	None	None	24.667115
taz_8884	taz	3877	10533	274	0.183125147301	46.706032	(24.639626999999997, 46.706032)	None	None	None	24.639627
taz_8885	taz	2596	8170	1090	0.714588734386	46.635484	(24.587559, 46.635484000000005)	None	None	None	24.587559
streets_5642	streets	None	None	None	None	None	(24.6627548900076, 46.68725726974729)	None	46.6872572697	24.66275489	None
streets_5643	streets	None	None	None	None	None	(24.921941368587998, 46.48344077778071)	None	46.4834407778	24.9219413686	None
streets_5640	streets	None	None	None	None	None	(24.7550026838204, 46.7064487543616)	None	46.7064487544	24.7550026838	None
streets_5641	streets	None	None	None	None	None	(24.751488546871098, 46.710181380410496)	None	46.7101813804	24.7514885469	None
streets_5646	streets	None	None	None	None	None	(24.9848619169524, 46.5976555120135)	None	46.597655512	24.984861917	None
streets_5647	streets	None	None	None	None	None	(24.6884090632192, 46.7023938310083)	None	46.702393831	24.6884090632	None
streets_5644	streets	None	None	None	None	None	(24.8674941619763, 46.70347915757999)	None	46.7034791576	24.867494162	None
streets_5645	streets	None	None	None	None	None	(24.6101616479468, 46.8351033390359)	None	46.835103339	24.6101616479	None
streets_5648	streets	None	None	None	None	None	(24.673654891108303, 46.78452272898829)	None	46.784522729	24.6736548911	None
taz_1615	taz	2671	433	212	0.233089794956	46.694296	(24.614617000000003, 46.694296)	None	None	None	24.614617
streets_10548	streets	None	None	None	None	None	(24.841559399762602, 46.6390805604611)	None	46.6390805605	24.8415593998	None
streets_10549	streets	None	None	None	None	None	(24.912668121190702, 46.621572951818294)	None	46.6215729518	24.9126681212	None
streets_10544	streets	None	None	None	None	None	(24.840726700801, 46.6376194237812)	None	46.6376194238	24.8407267008	None
streets_10545	streets	None	None	None	None	None	(24.691273278297896, 46.635831530859)	None	46.6358315309	24.6912732783	None
streets_10546	streets	None	None	None	None	None	(24.6809510446237, 46.6473672776674)	None	46.6473672777	24.6809510446	None
streets_10547	streets	None	None	None	None	None	(24.658052781941105, 46.7536932825496)	None	46.7536932825	24.6580527819	None
streets_10540	streets	None	None	None	None	None	(24.7426841213847, 46.8012353692354)	None	46.8012353692	24.7426841214	None
streets_3897	streets	None	None	None	None	None	(24.6579246067357, 46.75323409938311)	None	46.7532340994	24.6579246067	None
streets_10542	streets	None	None	None	None	None	(24.7472377333779, 46.6522844159267)	None	46.6522844159	24.7472377334	None
streets_10543	streets	None	None	None	None	None	(24.6748807633613, 46.710207056333196)	None	46.7102070563	24.6748807634	None
taz_1485	taz	3522	9171	658	0.170398303087	46.64663	(24.734477, 46.64663)	None	None	None	24.734477
taz_1484	taz	3203	4412	577	0.773273627151	46.62444	(24.769903, 46.62444)	None	None	None	24.769903
streets_6603	streets	None	None	None	None	None	(24.544037554535898, 46.689994145492)	None	46.6899941455	24.5440375545	None
taz_8757	taz	1281	4461	132	0.133396181947	46.748122	(24.749017000000002, 46.748121999999995)	None	None	None	24.749017
streets_6602	streets	None	None	None	None	None	(24.7855378259308, 46.685953896511094)	None	46.6859538965	24.7855378259	None
taz_2828	taz	969	1863	462	0.644591091209	46.601019	(24.816181, 46.601019)	None	None	None	24.816181
streets_6601	streets	None	None	None	None	None	(24.705857095757604, 46.830479652700795)	None	46.8304796527	24.7058570958	None
taz_2820	taz	3758	4667	330	0.15413622437	46.709654	(24.604245000000002, 46.709654)	None	None	None	24.604245
taz_2821	taz	3755	3736	331	0.151779401367	46.709809	(24.597665, 46.709809)	None	None	None	24.597665
taz_2822	taz	3760	4576	329	0.109592269621	46.703943	(24.60068, 46.703943)	None	None	None	24.60068
taz_2823	taz	3757	10489	330	0.148244166863	46.708398	(24.602097, 46.708397999999995)	None	None	None	24.602097
taz_1734	taz	2440	523	1220	0.158849870375	46.70491	(24.63932, 46.70491)	None	None	None	24.63932
taz_1737	taz	2433	580	1222	0.14541597926	46.707243	(24.642485, 46.707243)	None	None	None	24.642485
taz_1736	taz	2434	10057	1222	0.14541597926	46.705363	(24.642059, 46.705363)	None	None	None	24.642059
streets_5513	streets	None	None	None	None	None	(24.5445919465101, 46.66246387979711)	None	46.6624638798	24.5445919465	None
streets_7720	streets	None	None	None	None	None	(24.6072903788942, 46.7252226671913)	None	46.7252226672	24.6072903789	None
streets_7726	streets	None	None	None	None	None	(24.7686196184703, 46.72581738299971)	None	46.725817383	24.7686196185	None
streets_3178	streets	None	None	None	None	None	(24.5677983319423, 46.6307328376146)	None	46.6307328376	24.5677983319	None
streets_3179	streets	None	None	None	None	None	(24.851991765604602, 46.53105849466971)	None	46.5310584947	24.8519917656	None
streets_514	streets	None	None	None	None	None	(24.7919865593364, 46.859721757127105)	None	46.8597217571	24.7919865593	None
streets_515	streets	None	None	None	None	None	(24.758852861018, 46.585932569864205)	None	46.5859325699	24.758852861	None
streets_516	streets	None	None	None	None	None	(24.754059450576896, 46.7167916291977)	None	46.7167916292	24.7540594506	None
streets_517	streets	None	None	None	None	None	(24.6711207844942, 46.699420203255904)	None	46.6994202033	24.6711207845	None
streets_3176	streets	None	None	None	None	None	(24.756899344188398, 46.6786247212388)	None	46.6786247212	24.7568993442	None
streets_3177	streets	None	None	None	None	None	(24.801496888241896, 46.818675537268106)	None	46.8186755373	24.8014968882	None
streets_3174	streets	None	None	None	None	None	(24.7970173233916, 46.812659221882896)	None	46.8126592219	24.7970173234	None
streets_3175	streets	None	None	None	None	None	(24.810628519664, 46.708072206504404)	None	46.7080722065	24.8106285197	None
streets_7091	streets	None	None	None	None	None	(24.6686774260609, 46.809647446778705)	None	46.8096474468	24.6686774261	None
streets_2940	streets	None	None	None	None	None	(24.6835635468728, 46.697942926789)	None	46.6979429268	24.6835635469	None
streets_7093	streets	None	None	None	None	None	(24.7819048346889, 46.6183610684842)	None	46.6183610685	24.7819048347	None
streets_7092	streets	None	None	None	None	None	(24.6313349628846, 46.73478213209479)	None	46.7347821321	24.6313349629	None
streets_7095	streets	None	None	None	None	None	(24.771529544082398, 46.6492684023593)	None	46.6492684024	24.7715295441	None
streets_7094	streets	None	None	None	None	None	(24.6180411130892, 46.8224958713502)	None	46.8224958714	24.6180411131	None
streets_7097	streets	None	None	None	None	None	(24.724729650444498, 46.7714031848295)	None	46.7714031848	24.7247296504	None
streets_7096	streets	None	None	None	None	None	(24.7416367019132, 46.831599528093)	None	46.8315995281	24.7416367019	None
streets_7099	streets	None	None	None	None	None	(24.723685723127698, 46.7707335343244)	None	46.7707335343	24.7236857231	None
streets_7098	streets	None	None	None	None	None	(24.5851000714414, 46.603244979902)	None	46.6032449799	24.5851000714	None
streets_2943	streets	None	None	None	None	None	(24.7383814585492, 46.6799998143694)	None	46.6799998144	24.7383814585	None
streets_2944	streets	None	None	None	None	None	(24.7077699615512, 46.7451575589357)	None	46.7451575589	24.7077699616	None
streets_2945	streets	None	None	None	None	None	(24.663977348338598, 46.728440611214296)	None	46.7284406112	24.6639773483	None
taz_4505	taz	2606	5324	1086	0.32689135046	46.626921	(24.591081, 46.626921)	None	None	None	24.591081
streets_2946	streets	None	None	None	None	None	(24.6362963141492, 46.55311529063089)	None	46.5531152906	24.6362963141	None
taz_4507	taz	2604	6941	1087	0.703511666274	46.633264	(24.593694, 46.633264000000004)	None	None	None	24.593694
taz_4506	taz	2605	6942	1086	0.605232147066	46.628358	(24.589117, 46.628358)	None	None	None	24.589117
taz_4509	taz	3342	10039	847	0.435540890879	46.680822	(24.701886, 46.680822)	None	None	None	24.701886
streets_2947	streets	None	None	None	None	None	(24.715142693072, 46.8452300124984)	None	46.8452300125	24.7151426931	None
streets_2948	streets	None	None	None	None	None	(24.5903370354015, 46.6558046971269)	None	46.6558046971	24.5903370354	None
streets_2949	streets	None	None	None	None	None	(24.6889999144306, 46.7038341733502)	None	46.7038341734	24.6889999144	None
taz_13900	taz	1313	10210	417	0.265378270092	46.61404	(24.791141, 46.61404)	None	None	None	24.791141
taz_13901	taz	1314	125	417	0.264671223191	46.610041	(24.798281, 46.610040999999995)	None	None	None	24.798281
taz_13905	taz	1925	4064	1095	0.111006363422	46.696813	(24.599354, 46.696813)	None	None	None	24.599354
taz_11217	taz	1414	2494	581	0.302380391233	46.639653	(24.783436, 46.639653)	None	None	None	24.783436
streets_13158	streets	None	None	None	None	None	(24.682967237735802, 46.687969619006395)	None	46.687969619	24.6829672377	None
streets_13159	streets	None	None	None	None	None	(24.721934409352603, 46.856377202230206)	None	46.8563772022	24.7219344094	None
streets_13152	streets	None	None	None	None	None	(24.644297357076503, 47.123297128108504)	None	47.1232971281	24.6442973571	None
streets_3099	streets	None	None	None	None	None	(24.5927584570291, 46.6597581069693)	None	46.659758107	24.592758457	None
streets_13150	streets	None	None	None	None	None	(24.5783770057434, 46.783968713532296)	None	46.7839687135	24.5783770057	None
streets_13151	streets	None	None	None	None	None	(24.7995854467858, 46.634809151335205)	None	46.6348091513	24.7995854468	None
streets_13156	streets	None	None	None	None	None	(24.6257747114335, 46.6932547734134)	None	46.6932547734	24.6257747114	None
streets_13157	streets	None	None	None	None	None	(24.6953122264511, 46.79210959977261)	None	46.7921095998	24.6953122265	None
taz_11218	taz	4180	5232	739	0.220598633043	46.671592	(24.739317, 46.671592)	None	None	None	24.739317
streets_3098	streets	None	None	None	None	None	(24.7792062105048, 46.7877171981426)	None	46.7877171981	24.7792062105	None
streets_11177	streets	None	None	None	None	None	(24.7602446594092, 46.729996049244605)	None	46.7299960492	24.7602446594	None
taz_9903	taz	3190	2734	576	0.132924817346	46.641138	(24.776267, 46.641138)	None	None	None	24.776267
taz_9904	taz	3192	631	575	0.795192081075	46.639093	(24.783277, 46.639093)	None	None	None	24.783277
taz_9905	taz	3189	7895	576	0.132924817346	46.643588	(24.774337, 46.643588)	None	None	None	24.774337
taz_9909	taz	3191	2822	576	0.132924817346	46.642386	(24.776770000000003, 46.642386)	None	None	None	24.77677
streets_3097	streets	None	None	None	None	None	(24.8044677330324, 46.6978428590798)	None	46.6978428591	24.804467733	None
streets_3913	streets	None	None	None	None	None	(24.702580294548802, 46.799460965578206)	None	46.7994609656	24.7025802945	None
taz_6613	taz	399	743	542	0.498232382748	46.623378	(24.844295000000002, 46.623378)	None	None	None	24.844295
taz_6612	taz	2275	6948	1310	0.569644119727	46.731947	(24.609687, 46.731947)	None	None	None	24.609687
taz_6611	taz	2278	1801	343	0.41810040066	46.735248	(24.608342, 46.735248)	None	None	None	24.608342
taz_6610	taz	2277	114	1310	0.689842092859	46.730649	(24.609773999999998, 46.730649)	None	None	None	24.609774
streets_8782	streets	None	None	None	None	None	(24.749850902628303, 46.7191599045642)	None	46.7191599046	24.7498509026	None
taz_6619	taz	620	3606	444	0.130332312043	46.765015	(24.843667, 46.765015000000005)	None	None	None	24.843667
taz_6618	taz	621	308	444	0.380626914919	46.774059	(24.848116, 46.774059)	None	None	None	24.848116
streets_8371	streets	None	None	None	None	None	(24.549151982990498, 46.6821729983708)	None	46.6821729984	24.549151983	None
streets_8370	streets	None	None	None	None	None	(24.604874091292, 46.6594803087025)	None	46.6594803087	24.6048740913	None
streets_8373	streets	None	None	None	None	None	(24.821493238565, 46.6201760438525)	None	46.6201760439	24.8214932386	None
streets_8372	streets	None	None	None	None	None	(24.809132271070105, 46.626440195673894)	None	46.6264401957	24.8091322711	None
streets_8374	streets	None	None	None	None	None	(24.8902853853899, 46.661185572365895)	None	46.6611855724	24.8902853854	None
streets_8377	streets	None	None	None	None	None	(24.6796108227568, 46.6636915431896)	None	46.6636915432	24.6796108228	None
streets_8378	streets	None	None	None	None	None	(24.6433537518471, 46.693929074608405)	None	46.6939290746	24.6433537518	None
