id	layer	num1	num2	num3	intermodality	lon	pos	Station	st_x	st_y	lat
streets_5390	streets	None	None	None	None	None	(24.5386451122299, 46.665020350884895)	None	46.6650203509	24.5386451122	None
streets_5391	streets	None	None	None	None	None	(24.649582913888196, 46.71841880948689)	None	46.7184188095	24.6495829139	None
streets_12353	streets	None	None	None	None	None	(24.713327019453896, 46.774602934707794)	None	46.7746029347	24.7133270195	None
streets_8947	streets	None	None	None	None	None	(24.6230782178507, 46.7261368836449)	None	46.7261368836	24.6230782179	None
taz_12987	taz	214	6076	693	0.198208814518	46.538561	(24.853935, 46.538561)	None	None	None	24.853935
taz_12985	taz	3655	7692	532	0.687485269856	46.622868	(24.815351, 46.622868)	None	None	None	24.815351
taz_12984	taz	3656	4421	532	0.687485269856	46.620908	(24.819217000000002, 46.620908)	None	None	None	24.819217
taz_12989	taz	3659	2734	436	0.132924817346	46.641138	(24.776267, 46.641138)	None	None	None	24.776267
taz_12988	taz	3971	3790	216	0.171576714589	46.693932	(24.621821, 46.693932000000004)	None	None	None	24.621821
streets_2159	streets	None	None	None	None	None	(24.7607652594975, 46.676672493390704)	None	46.6766724934	24.7607652595	None
streets_2158	streets	None	None	None	None	None	(24.507024075995698, 46.936380730308706)	None	46.9363807303	24.507024076	None
taz_5234	taz	2430	1778	1228	0.497289653547	46.71127	(24.64273, 46.71127)	None	None	None	24.64273
taz_5235	taz	822	4641	637	0.141173697855	46.605399	(24.714866, 46.605399)	None	None	None	24.714866
streets_2151	streets	None	None	None	None	None	(24.7129797909523, 46.6750476857382)	None	46.6750476857	24.712979791	None
streets_2150	streets	None	None	None	None	None	(24.784640166176, 46.6449100520977)	None	46.6449100521	24.7846401662	None
streets_2157	streets	None	None	None	None	None	(24.573346615714804, 46.77261332349771)	None	46.7726133235	24.5733466157	None
streets_2156	streets	None	None	None	None	None	(24.732358661766302, 46.6906869794941)	None	46.6906869795	24.7323586618	None
taz_2938	taz	45	1634	1085	0.135045958049	46.632939	(24.582836999999998, 46.632939)	None	None	None	24.582837
taz_2939	taz	1045	3495	143	0.405844921046	46.815832	(24.776577, 46.815832)	None	None	None	24.776577
streets_11458	streets	None	None	None	None	None	(24.7898354836021, 46.706868773458204)	None	46.7068687735	24.7898354836	None
taz_2932	taz	44	570	1085	0.180532641999	46.64298	(24.58074, 46.64298)	None	None	None	24.58074
taz_2933	taz	47	8774	986	0.696205514966	46.839823	(24.711993, 46.839822999999996)	None	None	None	24.711993
taz_2930	taz	774	9731	118	0.138581192552	46.71852	(24.815326000000002, 46.71852)	None	None	None	24.815326
streets_11456	streets	None	None	None	None	None	(24.756658038611697, 46.6749753768394)	None	46.6749753768	24.7566580386	None
taz_2936	taz	1044	7315	143	0.411972660853	46.803845	(24.777963, 46.803845)	None	None	None	24.777963
taz_2937	taz	42	2617	1383	0.288475135517	46.586738	(24.577758, 46.586738000000004)	None	None	None	24.577758
streets_11453	streets	None	None	None	None	None	(24.7361550084166, 46.6392994473159)	None	46.6392994473	24.7361550084	None
streets_11452	streets	None	None	None	None	None	(24.6627236879008, 46.7064066102979)	None	46.7064066103	24.6627236879	None
taz_5582	taz	3084	3772	1055	0.116191374028	46.709076	(24.669381, 46.709076)	None	None	None	24.669381
taz_5580	taz	703	549	1411	0.132689135046	46.66087	(24.5732, 46.66087)	None	None	None	24.5732
taz_5584	taz	4078	907	883	0.348809804384	46.718776	(24.69661, 46.718776)	None	None	None	24.69661
taz_5589	taz	4076	1191	883	0.113598868725	46.716386	(24.695332999999998, 46.716386)	None	None	None	24.695333
taz_14804	taz	1865	2041	263	0.256658024982	46.775111	(24.677066, 46.775110999999995)	None	None	None	24.677066
taz_14805	taz	4206	8657	1024	0.0940372378034	46.684454	(24.668960000000002, 46.684453999999995)	None	None	None	24.66896
taz_14806	taz	4205	1962	43	0.132453452746	46.691513	(24.669188000000002, 46.691513)	None	None	None	24.669188
taz_14807	taz	1870	8380	923	0.225312279048	46.770775	(24.681334, 46.770775)	None	None	None	24.681334
taz_14801	taz	589	756	493	0.105114305916	46.676166	(24.51247, 46.676165999999995)	None	None	None	24.51247
taz_14803	taz	1818	451	737	0.238981852463	46.674472	(24.745696, 46.674471999999994)	None	None	None	24.745696
taz_14808	taz	1869	8379	923	0.225312279048	46.768538	(24.68057, 46.768538)	None	None	None	24.68057
taz_14809	taz	1872	9155	1179	0.215413622437	46.705009	(24.658884, 46.705009000000004)	None	None	None	24.658884
streets_4740	streets	None	None	None	None	None	(24.773645264131698, 46.6699805871289)	None	46.6699805871	24.7736452641	None
taz_4189	taz	3445	3537	873	0.0989865661089	46.680821	(24.68047, 46.680821)	None	None	None	24.68047
taz_4188	taz	3448	3985	872	0.119019561631	46.683502	(24.686839000000003, 46.683502000000004)	None	None	None	24.686839
taz_4185	taz	2584	7468	1082	0.740042422814	46.643309	(24.607326999999998, 46.643309)	None	None	None	24.607327
taz_4184	taz	3200	7882	579	0.240631628565	46.639522	(24.773436, 46.639522)	None	None	None	24.773436
taz_4187	taz	3446	4018	872	0.0989865661089	46.685782	(24.683732, 46.685782)	None	None	None	24.683732
taz_4186	taz	101	1014	695	0.374499175112	46.804389	(24.912482, 46.804389)	None	None	None	24.912482
taz_4180	taz	2786	6647	962	0.29059627622	46.808827	(24.696726, 46.808827)	None	None	None	24.696726
streets_4742	streets	None	None	None	None	None	(24.7398659746048, 46.687099030686596)	None	46.6870990307	24.7398659746	None
metro_12246	metro	None	None	None	None	46.718459	(24.693927, 46.718459)	5-7	None	None	24.693927
streets_9413	streets	None	None	None	None	None	(24.756562318757602, 46.721843425632)	None	46.7218434256	24.7565623188	None
taz_3327	taz	3213	4969	807	0.200565637521	46.689469	(24.735472, 46.689469)	None	None	None	24.735472
taz_3328	taz	2912	5678	1194	0.324534527457	46.717903	(24.658602, 46.717903)	None	None	None	24.658602
taz_3329	taz	709	2605	156	0.243931180768	46.604703	(24.598843, 46.604703)	None	None	None	24.598843
streets_9410	streets	None	None	None	None	None	(24.621145714492197, 46.739532123652204)	None	46.7395321237	24.6211457145	None
streets_9417	streets	None	None	None	None	None	(24.6478316589983, 46.76762885675179)	None	46.7676288568	24.647831659	None
streets_9416	streets	None	None	None	None	None	(24.658826078306998, 46.6710055697377)	None	46.6710055697	24.6588260783	None
streets_9415	streets	None	None	None	None	None	(24.4970581490119, 46.6278277293937)	None	46.6278277294	24.497058149	None
streets_9414	streets	None	None	None	None	None	(24.597019702080804, 46.8493741555361)	None	46.8493741555	24.5970197021	None
streets_9419	streets	None	None	None	None	None	(24.6313733676665, 46.787012689354)	None	46.7870126894	24.6313733677	None
streets_9418	streets	None	None	None	None	None	(24.7895788364979, 46.8006152226324)	None	46.8006152226	24.7895788365	None
taz_12610	taz	3503	10483	668	0.173462172991	46.654864	(24.72777, 46.654864)	None	None	None	24.72777
taz_7284	taz	1433	6360	1435	0.340089559274	46.750802	(24.567829999999997, 46.750802)	None	None	None	24.56783
streets_4124	streets	None	None	None	None	None	(24.7972220143718, 46.7231265421128)	None	46.7231265421	24.7972220144	None
streets_4125	streets	None	None	None	None	None	(24.541252166800604, 46.9374380980359)	None	46.937438098	24.5412521668	None
streets_4127	streets	None	None	None	None	None	(24.7643701292873, 46.836217368583)	None	46.8362173686	24.7643701293	None
streets_4120	streets	None	None	None	None	None	(24.758911111266304, 46.715433303200506)	None	46.7154333032	24.7589111113	None
streets_4121	streets	None	None	None	None	None	(24.624125797273003, 46.8842656387488)	None	46.8842656387	24.6241257973	None
streets_4122	streets	None	None	None	None	None	(24.6927873149548, 46.684857925957004)	None	46.684857926	24.692787315	None
streets_4123	streets	None	None	None	None	None	(24.637211529098302, 46.716995600081)	None	46.7169956001	24.6372115291	None
streets_4128	streets	None	None	None	None	None	(24.725406637421, 46.6493219579168)	None	46.6493219579	24.7254066374	None
streets_7532	streets	None	None	None	None	None	(24.755989361002197, 46.744055811516)	None	46.7440558115	24.755989361	None
streets_7533	streets	None	None	None	None	None	(24.782592285882696, 46.811341973253604)	None	46.8113419733	24.7825922859	None
streets_7530	streets	None	None	None	None	None	(24.6687596314224, 46.684399135055294)	None	46.6843991351	24.6687596314	None
streets_7531	streets	None	None	None	None	None	(24.6031007477735, 46.7123949834717)	None	46.7123949835	24.6031007478	None
taz_2747	taz	3301	4225	746	0.204572236625	46.66231	(24.74573, 46.66231)	None	None	None	24.74573
streets_13996	streets	None	None	None	None	None	(24.7991475339908, 46.6337765743227)	None	46.6337765743	24.799147534	None
streets_13997	streets	None	None	None	None	None	(24.6443326751786, 46.573132982472295)	None	46.5731329825	24.6443326752	None
streets_13994	streets	None	None	None	None	None	(24.731060503973197, 46.87048579655271)	None	46.8704857966	24.731060504	None
streets_13998	streets	None	None	None	None	None	(24.705515881627303, 46.682643498043795)	None	46.682643498	24.7055158816	None
streets_13999	streets	None	None	None	None	None	(24.6586539801996, 46.755768189599294)	None	46.7557681896	24.6586539802	None
streets_12641	streets	None	None	None	None	None	(24.8163760253297, 46.9015668191444)	None	46.9015668191	24.8163760253	None
streets_12640	streets	None	None	None	None	None	(24.5918832253152, 46.865957513834104)	None	46.8659575138	24.5918832253	None
streets_12643	streets	None	None	None	None	None	(24.714865510446803, 46.605398624048995)	None	46.605398624	24.7148655104	None
streets_12642	streets	None	None	None	None	None	(24.7557061319562, 46.820415786774795)	None	46.8204157868	24.755706132	None
streets_12645	streets	None	None	None	None	None	(24.7403100178756, 46.635842344856606)	None	46.6358423449	24.7403100179	None
streets_12644	streets	None	None	None	None	None	(24.6582576863663, 46.7092925374376)	None	46.7092925374	24.6582576864	None
streets_12647	streets	None	None	None	None	None	(24.574442764527397, 46.7759430017571)	None	46.7759430018	24.5744427645	None
streets_12646	streets	None	None	None	None	None	(24.5973130446032, 46.774187615214004)	None	46.7741876152	24.5973130446	None
streets_12649	streets	None	None	None	None	None	(24.8143294267836, 46.6709873689184)	None	46.6709873689	24.8143294268	None
taz_10919	taz	1488	9207	327	0.351166627386	46.765993	(24.61925, 46.765993)	None	None	None	24.61925
streets_11598	streets	None	None	None	None	None	(24.759363777039102, 46.5862863815392)	None	46.5862863815	24.759363777	None
streets_11599	streets	None	None	None	None	None	(24.7474166884417, 46.6520223025731)	None	46.6520223026	24.7474166884	None
streets_11594	streets	None	None	None	None	None	(24.6842358986496, 46.707720929499395)	None	46.7077209295	24.6842358986	None
streets_11595	streets	None	None	None	None	None	(24.8242837659047, 46.8086932851526)	None	46.8086932852	24.8242837659	None
streets_11596	streets	None	None	None	None	None	(24.867927119585598, 46.8181602434855)	None	46.8181602435	24.8679271196	None
streets_11597	streets	None	None	None	None	None	(24.632648584043004, 46.697609713012)	None	46.697609713	24.632648584	None
streets_11590	streets	None	None	None	None	None	(24.7403486443115, 46.6362327520932)	None	46.6362327521	24.7403486443	None
streets_11593	streets	None	None	None	None	None	(24.7410679965448, 46.6379513186494)	None	46.6379513186	24.7410679965	None
taz_8236	taz	3870	1461	1242	0.474428470422	46.710683	(24.63123, 46.710683)	None	None	None	24.63123
taz_4969	taz	1671	3668	27	0.185953334905	46.646676	(24.693046, 46.646676)	None	None	None	24.693046
taz_8234	taz	3869	9178	1249	0.506009898657	46.717515	(24.636392999999998, 46.717515)	None	None	None	24.636393
taz_8233	taz	1636	7735	720	0.183832194202	46.707928	(24.77052, 46.707928)	None	None	None	24.77052
taz_8231	taz	100	6735	589	0.539948149894	46.495148	(25.018516, 46.495148)	None	None	None	25.018516
taz_8230	taz	1336	857	685	0.655196794721	46.83778	(24.409755999999998, 46.83778)	None	None	None	24.409756
taz_4962	taz	1221	8935	176	0.117134103229	46.662479	(24.636359, 46.662479)	None	None	None	24.636359
taz_4960	taz	157	263	149	0.486919632336	46.857632	(24.82105, 46.857632)	None	None	None	24.82105
taz_4967	taz	158	10548	149	0.521564930474	46.848498	(24.819317, 46.848498)	None	None	None	24.819317
taz_4966	taz	883	7948	1451	0.105114305916	46.671564	(24.556407999999998, 46.671564000000004)	None	None	None	24.556408
taz_4965	taz	1222	5718	176	0.119726608532	46.66628	(24.640915, 46.66628)	None	None	None	24.640915
taz_8238	taz	2122	4214	1304	0.646005185011	46.714181	(24.604333, 46.714180999999996)	None	None	None	24.604333
streets_5295	streets	None	None	None	None	None	(24.7966105794321, 46.674797064801)	None	46.6747970648	24.7966105794	None
streets_5294	streets	None	None	None	None	None	(24.7951259980497, 46.671305454380295)	None	46.6713054544	24.795125998	None
streets_5297	streets	None	None	None	None	None	(24.819010913950702, 46.633188707321)	None	46.6331887073	24.819010914	None
streets_5296	streets	None	None	None	None	None	(24.654878665739602, 46.7391876636261)	None	46.7391876636	24.6548786657	None
streets_5291	streets	None	None	None	None	None	(24.744164942877198, 46.6296702353611)	None	46.6296702354	24.7441649429	None
streets_5290	streets	None	None	None	None	None	(24.5378109744724, 46.6981217080056)	None	46.698121708	24.5378109745	None
streets_5293	streets	None	None	None	None	None	(24.6911409865691, 46.7841540750091)	None	46.784154075	24.6911409866	None
streets_5836	streets	None	None	None	None	None	(24.5996540351551, 46.731524458959)	None	46.731524459	24.5996540352	None
streets_5839	streets	None	None	None	None	None	(24.646186875490304, 46.699464114524005)	None	46.6994641145	24.6461868755	None
streets_5838	streets	None	None	None	None	None	(24.842735214949396, 46.6894271453465)	None	46.6894271453	24.8427352149	None
streets_5299	streets	None	None	None	None	None	(24.704590331905198, 46.756120217155)	None	46.7561202172	24.7045903319	None
taz_5236	taz	1936	3938	614	0.432948385576	46.791267	(24.834833, 46.791267)	None	None	None	24.834833
streets_8808	streets	None	None	None	None	None	(24.560046557305103, 46.6747914004715)	None	46.6747914005	24.5600465573	None
streets_9572	streets	None	None	None	None	None	(24.6703364574196, 46.7356349544788)	None	46.7356349545	24.6703364574	None
taz_1216	taz	1651	831	603	0.123261843036	46.72117	(24.80128, 46.72117)	None	None	None	24.80128
streets_5747	streets	None	None	None	None	None	(24.6978429428563, 46.68229394504729)	None	46.682293945	24.6978429429	None
taz_9298	taz	1111	1703	758	0.116898420929	46.732739	(24.761059, 46.732739)	None	None	None	24.761059
streets_5749	streets	None	None	None	None	None	(24.592096576156102, 46.779359236227506)	None	46.7793592362	24.5920965762	None
streets_5748	streets	None	None	None	None	None	(24.832439485078602, 46.848476200373796)	None	46.8484762004	24.8324394851	None
streets_11107	streets	None	None	None	None	None	(24.576394128762697, 46.8262430493783)	None	46.8262430494	24.5763941288	None
streets_14779	streets	None	None	None	None	None	(24.6008006195363, 46.6624651395866)	None	46.6624651396	24.6008006195	None
streets_14778	streets	None	None	None	None	None	(24.5390571411555, 46.657946070980394)	None	46.657946071	24.5390571412	None
streets_14777	streets	None	None	None	None	None	(24.6573575008807, 46.5989402788915)	None	46.5989402789	24.6573575009	None
streets_14776	streets	None	None	None	None	None	(24.640655252884198, 46.6522079526257)	None	46.6522079526	24.6406552529	None
streets_14775	streets	None	None	None	None	None	(24.759116365303, 46.6650357270076)	None	46.665035727	24.7591163653	None
streets_14774	streets	None	None	None	None	None	(24.8141239925165, 46.7152511515078)	None	46.7152511515	24.8141239925	None
streets_14773	streets	None	None	None	None	None	(24.710899355162695, 46.69747215108)	None	46.6974721511	24.7108993552	None
streets_11457	streets	None	None	None	None	None	(24.581948913182696, 46.7496361942536)	None	46.7496361943	24.5819489132	None
streets_14770	streets	None	None	None	None	None	(24.7220142376859, 46.85576308498629)	None	46.855763085	24.7220142377	None
streets_10649	streets	None	None	None	None	None	(24.7009385897061, 46.780033461018704)	None	46.780033461	24.7009385897	None
streets_11451	streets	None	None	None	None	None	(24.7578196110381, 46.677677969921206)	None	46.6776779699	24.757819611	None
streets_10642	streets	None	None	None	None	None	(24.8117663813813, 46.6847679347083)	None	46.6847679347	24.8117663814	None
streets_10641	streets	None	None	None	None	None	(24.6166397150271, 46.7291632755551)	None	46.7291632756	24.616639715	None
streets_10640	streets	None	None	None	None	None	(24.6270345650445, 46.6845845262993)	None	46.6845845263	24.627034565	None
taz_7791	taz	2257	10306	507	0.278576478906	46.767712	(24.564488, 46.767712)	None	None	None	24.564488
streets_3299	streets	None	None	None	None	None	(24.7790635213601, 46.849442428798106)	None	46.8494424288	24.7790635214	None
taz_7792	taz	3422	6072	792	0.140230968654	46.673271	(24.715723999999998, 46.673271)	None	None	None	24.715724
taz_14343	taz	3860	1461	281	0.474428470422	46.710683	(24.63123, 46.710683)	None	None	None	24.63123
taz_14342	taz	3859	9738	281	0.193259486213	46.709224	(24.628883, 46.709224)	None	None	None	24.628883
taz_14341	taz	3862	10603	280	0.193259486213	46.707314	(24.627260999999997, 46.707314000000004)	None	None	None	24.627261
taz_14340	taz	3861	5755	280	0.197501767617	46.709702	(24.625413, 46.709702)	None	None	None	24.625413
taz_14347	taz	3856	2292	282	0.511430591563	46.713832	(24.628799, 46.713832000000004)	None	None	None	24.628799
taz_14346	taz	3855	819	282	0.517322649069	46.717053	(24.627304000000002, 46.717053)	None	None	None	24.627304
streets_2218	streets	None	None	None	None	None	(24.896315203906102, 46.844205718464295)	None	46.8442057185	24.8963152039	None
streets_2219	streets	None	None	None	None	None	(24.724698707634502, 46.607252885913)	None	46.6072528859	24.7246987076	None
streets_2214	streets	None	None	None	None	None	(24.7853928817104, 46.7295200773639)	None	46.7295200774	24.7853928817	None
streets_2215	streets	None	None	None	None	None	(24.7838966841476, 46.7302744408688)	None	46.7302744409	24.7838966841	None
streets_2216	streets	None	None	None	None	None	(24.737192143710104, 46.587186398113296)	None	46.5871863981	24.7371921437	None
streets_2217	streets	None	None	None	None	None	(24.5745732694953, 46.666957417850895)	None	46.6669574179	24.5745732695	None
streets_2210	streets	None	None	None	None	None	(24.625293950559, 46.5817603322492)	None	46.5817603322	24.6252939506	None
streets_2211	streets	None	None	None	None	None	(24.7941315706475, 46.6490379149614)	None	46.649037915	24.7941315706	None
streets_2212	streets	None	None	None	None	None	(24.684414091933604, 46.7025649928782)	None	46.7025649929	24.6844140919	None
streets_2213	streets	None	None	None	None	None	(24.642623781914303, 46.7095204937836)	None	46.7095204938	24.6426237819	None
streets_3749	streets	None	None	None	None	None	(24.6956355284747, 46.763868014826606)	None	46.7638680148	24.6956355285	None
streets_3748	streets	None	None	None	None	None	(24.6980006652176, 46.7244773395529)	None	46.7244773396	24.6980006652	None
streets_10275	streets	None	None	None	None	None	(24.676858540471603, 46.8050448858723)	None	46.8050448859	24.6768585405	None
streets_6518	streets	None	None	None	None	None	(24.7674339228859, 46.822655221168205)	None	46.8226552212	24.7674339229	None
streets_6517	streets	None	None	None	None	None	(24.571805588847297, 46.68781329029451)	None	46.6878132903	24.5718055888	None
streets_3740	streets	None	None	None	None	None	(24.8478707530229, 46.855963599328796)	None	46.8559635993	24.847870753	None
streets_6515	streets	None	None	None	None	None	(24.7545568556121, 46.616173664855296)	None	46.6161736649	24.7545568556	None
streets_3742	streets	None	None	None	None	None	(24.6988177485476, 46.703332723188296)	None	46.7033327232	24.6988177485	None
streets_6513	streets	None	None	None	None	None	(24.9487779731438, 46.82238580789829)	None	46.8223858079	24.9487779731	None
streets_6512	streets	None	None	None	None	None	(24.6018359601409, 46.7837772273186)	None	46.7837772273	24.6018359601	None
streets_3747	streets	None	None	None	None	None	(24.584053179068498, 46.7891606431804)	None	46.7891606432	24.5840531791	None
streets_6510	streets	None	None	None	None	None	(24.731390970451002, 46.686620762684896)	None	46.6866207627	24.7313909705	None
taz_955	taz	2854	2659	1211	0.205986330427	46.750649	(24.658182999999998, 46.750648999999996)	None	None	None	24.658183
taz_957	taz	1857	8349	926	0.0749469714824	46.763155	(24.678338, 46.763155)	None	None	None	24.678338
streets_13206	streets	None	None	None	None	None	(24.669187565205497, 46.6915128689705)	None	46.691512869	24.6691875652	None
streets_13207	streets	None	None	None	None	None	(24.6448536980289, 46.778787993645004)	None	46.7787879936	24.644853698	None
streets_13204	streets	None	None	None	None	None	(24.6180405973566, 46.733356027370995)	None	46.7333560274	24.6180405974	None
taz_959	taz	3690	5262	611	0.433419750177	46.798996	(24.829083999999998, 46.798996)	None	None	None	24.829084
streets_13203	streets	None	None	None	None	None	(24.575631613597803, 46.779253063885605)	None	46.7792530639	24.5756316136	None
taz_3511	taz	408	3069	409	0.414565166156	46.66265	(24.851479, 46.66265)	None	None	None	24.851479
taz_3510	taz	401	1031	698	0.238981852463	46.694668	(24.84512, 46.694668)	None	None	None	24.84512
taz_11733	taz	1476	4897	354	0.249351873674	46.790259	(24.705261, 46.790259000000006)	None	None	None	24.705261
taz_11734	taz	178	9199	150	0.426584963469	46.863722	(24.875434, 46.863721999999996)	None	None	None	24.875434
taz_11736	taz	1475	10341	354	0.209992929531	46.78606	(24.698076999999998, 46.78606)	None	None	None	24.698077
taz_11739	taz	2540	2849	1166	0.22743341975	46.709293	(24.658258, 46.709293)	None	None	None	24.658258
taz_11738	taz	2537	1985	1167	0.113363186425	46.711297	(24.663632, 46.711296999999995)	None	None	None	24.663632
taz_12428	taz	655	215	401	0.208343153429	46.800741	(24.598223, 46.800740999999995)	None	None	None	24.598223
taz_13772	taz	3653	1006	543	0.542540655197	46.614022	(24.830638, 46.614022)	None	None	None	24.830638
taz_11887	taz	1550	2851	164	0.730615130804	46.662465	(24.600801, 46.662465000000005)	None	None	None	24.600801
taz_15036	taz	3024	6656	1149	0.115720009427	46.727795	(24.682404000000002, 46.727795)	None	None	None	24.682404
taz_11883	taz	3686	3834	1380	0.388875795428	46.577888	(24.588716, 46.577888)	None	None	None	24.588716
taz_15037	taz	3025	2953	1148	0.106999764318	46.731887	(24.680086, 46.731887)	None	None	None	24.680086
streets_8025	streets	None	None	None	None	None	(24.7565691300146, 46.6740441196999)	None	46.6740441197	24.75656913	None
streets_8024	streets	None	None	None	None	None	(24.676878725705198, 46.67006897012429)	None	46.6700689701	24.6768787257	None
streets_8026	streets	None	None	None	None	None	(24.802513722026703, 46.620018292282)	None	46.6200182923	24.802513722	None
taz_15033	taz	2297	2758	1362	0.397596040537	46.724771	(24.595039, 46.724771000000004)	None	None	None	24.595039
streets_13839	streets	None	None	None	None	None	(24.6240671566329, 46.7613509906429)	None	46.7613509906	24.6240671566	None
streets_12348	streets	None	None	None	None	None	(24.655953906107804, 46.70683508057961)	None	46.7068350806	24.6559539061	None
streets_12349	streets	None	None	None	None	None	(24.8547819383566, 46.743177764870794)	None	46.7431777649	24.8547819384	None
taz_12287	taz	1474	315	354	0.257600754183	46.793908	(24.700329, 46.793908)	None	None	None	24.700329
streets_12344	streets	None	None	None	None	None	(24.747040889073702, 46.652121766686)	None	46.6521217667	24.7470408891	None
streets_12345	streets	None	None	None	None	None	(24.7527347381497, 46.537504845792505)	None	46.5375048458	24.7527347381	None
streets_12346	streets	None	None	None	None	None	(24.536158047725, 46.8932191324924)	None	46.8932191325	24.5361580477	None
streets_12347	streets	None	None	None	None	None	(24.7667114988493, 46.774747273324095)	None	46.7747472733	24.7667114988	None
streets_12615	streets	None	None	None	None	None	(24.611231267543, 46.718536907084506)	None	46.7185369071	24.6112312675	None
streets_12342	streets	None	None	None	None	None	(24.717882869607397, 46.84907393319261)	None	46.8490739332	24.7178828696	None
streets_12343	streets	None	None	None	None	None	(24.740347105940298, 46.6866674325731)	None	46.6866674326	24.7403471059	None
taz_9880	taz	2990	8648	1470	0.0761253829837	46.745778	(24.665955, 46.745778)	None	None	None	24.665955
streets_13838	streets	None	None	None	None	None	(24.9601743128319, 46.607338028268394)	None	46.6073380283	24.9601743128	None
taz_4889	taz	365	5941	639	0.426584963469	46.84432	(24.896795, 46.84432)	None	None	None	24.896795
streets_5196	streets	None	None	None	None	None	(24.726145126307102, 46.6944335277851)	None	46.6944335278	24.7261451263	None
streets_5197	streets	None	None	None	None	None	(24.705311131442, 46.7411427274835)	None	46.7411427275	24.7053111314	None
streets_5194	streets	None	None	None	None	None	(24.658266611201302, 46.7547278716)	None	46.7547278716	24.6582666112	None
streets_5195	streets	None	None	None	None	None	(24.6591653768882, 46.60171682453429)	None	46.6017168245	24.6591653769	None
streets_5192	streets	None	None	None	None	None	(24.605155766795804, 46.5538070869337)	None	46.5538070869	24.6051557668	None
streets_5193	streets	None	None	None	None	None	(25.0932500649687, 46.4833763087499)	None	46.4833763087	25.093250065	None
streets_5190	streets	None	None	None	None	None	(24.7110207759691, 46.626823611449204)	None	46.6268236114	24.711020776	None
streets_5191	streets	None	None	None	None	None	(24.6522880680009, 46.758717602134396)	None	46.7587176021	24.652288068	None
taz_6037	taz	2010	7390	1063	0.13669573415	46.697289	(24.649094, 46.697289000000005)	None	None	None	24.649094
taz_6036	taz	1321	2976	419	0.39123261843	46.578882	(24.794511, 46.578882)	None	None	None	24.794511
taz_6035	taz	666	6428	395	0.197737449918	46.789161	(24.584053, 46.789161)	None	None	None	24.584053
taz_6034	taz	1319	5447	8	0.657317935423	46.605515	(24.807257, 46.605515000000004)	None	None	None	24.807257
taz_6033	taz	1320	5195	8	0.687485269856	46.615524	(24.811451, 46.615524)	None	None	None	24.811451
taz_6032	taz	1317	4361	537	0.198208814518	46.555782	(24.831177, 46.555782)	None	None	None	24.831177
streets_5198	streets	None	None	None	None	None	(24.7340854710148, 46.6591679624442)	None	46.6591679624	24.734085471	None
streets_5199	streets	None	None	None	None	None	(24.5704572748451, 46.511034489811706)	None	46.5110344898	24.5704572748	None
taz_13489	taz	796	8618	81	0.23591798256	46.695878	(24.76591, 46.695878)	None	None	None	24.76591
taz_13488	taz	738	10532	46	0.114541597926	46.616433	(24.66805, 46.616433)	None	None	None	24.66805
taz_13485	taz	739	8243	46	0.131746405845	46.606875	(24.672738, 46.606875)	None	None	None	24.672738
taz_13484	taz	2195	2865	993	0.207636106528	46.80609	(24.735705, 46.806090000000005)	None	None	None	24.735705
taz_13487	taz	731	3024	57	0.195380626915	46.703234	(24.815593, 46.703234)	None	None	None	24.815593
taz_13486	taz	736	3947	47	0.106292717417	46.635594	(24.666053, 46.635594)	None	None	None	24.666053
taz_13481	taz	2196	7228	993	0.230261607353	46.804097	(24.73844, 46.804097)	None	None	None	24.73844
taz_13480	taz	4074	8855	113	0.397124675937	46.718981	(24.703422, 46.718981)	None	None	None	24.703422
taz_13483	taz	2198	3524	992	0.208578835729	46.811288	(24.732674, 46.811288)	None	None	None	24.732674
taz_13482	taz	730	781	57	0.234739571058	46.699793	(24.812129000000002, 46.699793)	None	None	None	24.812129
streets_14180	streets	None	None	None	None	None	(24.744683837692104, 46.6460120333076)	None	46.6460120333	24.7446838377	None
streets_14181	streets	None	None	None	None	None	(24.6331704339541, 46.705749360664605)	None	46.7057493607	24.633170434	None
streets_14185	streets	None	None	None	None	None	(24.6610624700284, 46.7024183964944)	None	46.7024183965	24.66106247	None
streets_14186	streets	None	None	None	None	None	(24.6944870406491, 46.7543967269429)	None	46.7543967269	24.6944870406	None
streets_14187	streets	None	None	None	None	None	(24.6881101758811, 46.700285473168)	None	46.7002854732	24.6881101759	None
streets_14188	streets	None	None	None	None	None	(24.975155004610098, 47.02652012043821)	None	47.0265201204	24.9751550046	None
streets_14189	streets	None	None	None	None	None	(24.7100104596773, 46.8369201820924)	None	46.8369201821	24.7100104597	None
streets_10870	streets	None	None	None	None	None	(24.803437210391102, 46.6291392350142)	None	46.629139235	24.8034372104	None
streets_10871	streets	None	None	None	None	None	(24.742776969390803, 46.6857677897985)	None	46.6857677898	24.7427769694	None
streets_10872	streets	None	None	None	None	None	(24.616577454562503, 46.73124018668611)	None	46.7312401867	24.6165774546	None
streets_10873	streets	None	None	None	None	None	(24.810191883327498, 46.695065173892296)	None	46.6950651739	24.8101918833	None
streets_10874	streets	None	None	None	None	None	(24.8121290744143, 46.699792732743205)	None	46.6997927327	24.8121290744	None
streets_4981	streets	None	None	None	None	None	(24.7559115737665, 46.7005607538091)	None	46.7005607538	24.7559115738	None
